i,j,LDC,Jaccard,LKS,CI_e_av_skin,CI_e_mul_skin,CI_e_av_body,CI_e_mul_body,LLBCe,LLBMEe1
15,21,170,0.35,64,241.0,14400,5219.0,25218720,0.015710188933873142,-297.5920660732267
15,27,153,0.3,64,220.0,13056,5012.0,22469760,0.016524725274725274,-305.6190429535234
15,37,170,0.35,64,254.5,15264,5219.0,25218720,0.01538124156545209,-297.36268531463566
15,32,374,0.18181818181818182,72,425.5,26208,7625.0,57170400,0.03460331230217595,-3444.216952244621
15,39,68,0.05,16,257.5,15456,3962.0,8525760,0.046052631578947366,-773.9804240175517
16,38,120,0.09523809523809523,42,1071.0,1079960,4403.0,17327184,0.07361111111111111,-1460.8460704938952
16,25,48,0.5555555555555556,36,808.5,653660,2549.0,6321840,0.027777777777777776,-29.904378094877682
16,28,48,0.5555555555555556,36,808.5,653660,2549.0,6321840,0.027777777777777776,-29.904378094877682
16,23,48,0.5555555555555556,36,808.5,653660,2549.0,6321840,0.027777777777777776,-29.904378094877682
16,22,48,0.5555555555555556,36,808.5,653660,2549.0,6321840,0.027777777777777776,-29.904378094877682
16,20,48,0.5555555555555556,36,808.5,653660,2549.0,6321840,0.027777777777777776,-29.904378094877682
17,38,60,0.1875,21,839.0,462840,3561.0,7495992,0.03958333333333333,-439.3358561854191
17,51,8,0.2,6,269.0,66120,809.5,430140,0.1,-21.501455110400084
20,23,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
20,25,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
20,22,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
20,28,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
21,30,110,0.4,56,575.0,315000,4004.0,15989580,0.018304988662131517,-129.02922759474455
21,52,110,0.4,64,720.0,445500,4004.0,15989580,0.014370748299319726,-89.37361188958504
21,32,220,0.23076923076923078,72,634.5,368550,6204.0,32700780,0.023641025641025642,-1041.5117660730195
21,56,70,0.5454545454545454,56,588.0,326700,3174.0,9684900,0.013939393939393939,-29.72044809807977
21,37,100,0.6666666666666666,64,463.5,214650,3798.0,14424804,0.010416666666666666,-35.143534271510205
21,27,90,0.7272727272727273,64,429.0,183600,3591.0,12852432,0.01038961038961039,-27.276007752315664
22,28,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
22,25,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
22,23,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
23,25,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
23,28,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
25,28,36,0.7142857142857143,36,805.0,648025,2130.0,4536900,0.023809523809523808,-8.1886891244442
26,32,286,0.5217391304347826,81,655.5,402948,6819.0,43291080,0.014163372859025032,-505.7601768864722
26,36,247,0.391304347826087,81,255.0,8856,6231.0,37378152,0.0197835212657347,-645.404191041943
26,62,143,0.5,81,796.0,541200,4614.0,21117600,0.015277777777777776,-111.51818000183687
26,29,195,0.75,81,533.0,282408,5433.0,29353464,0.007638888888888889,-69.13197552963162
26,71,143,0.7142857142857143,81,856.0,600240,4614.0,21117600,0.007653061224489796,-29.915745869679213
26,70,117,0.5714285714285714,81,726.0,472320,4050.0,15446016,0.009484563055991628,-32.69292414661261
26,68,143,0.7142857142857143,81,856.0,600240,4614.0,21117600,0.007653061224489796,-29.915745869679213
26,61,169,0.7333333333333333,81,906.0,649440,5022.0,25220448,0.007539682539682539,-41.997184818587
26,65,156,0.7857142857142857,81,917.0,660264,4818.5,23174052,0.006868131868131868,-27.742760037298808
26,69,91,0.42857142857142855,63,606.0,354240,3672.0,11644848,0.011512297226582941,-40.39561477943941
26,66,130,0.6428571428571429,81,786.0,531360,4237.5,17331516,0.0086996336996337,-30.497362079084873
26,67,156,0.7857142857142857,81,917.0,660264,4818.5,23174052,0.006868131868131868,-27.742760037298808
27,52,99,0.3333333333333333,64,699.0,403920,3797.0,14246640,0.01584467120181406,-94.30427587699849
27,32,198,0.24,72,613.5,334152,5997.0,29136240,0.023333333333333334,-936.4021883405109
27,37,90,0.5833333333333334,64,442.5,194616,3591.0,12852432,0.011498917748917748,-36.85886559668373
27,56,63,0.6,56,567.0,296208,2967.0,8629200,0.014814814814814814,-24.779560525908167
29,32,330,0.5416666666666666,81,696.5,470106,7224.0,50265180,0.010778985507246376,-488.589760037605
29,36,285,0.36,81,296.0,10332,6636.0,43399692,0.01767219817219817,-800.8743611086218
29,62,165,0.4444444444444444,81,837.0,631400,5019.0,24519600,0.018246187363834425,-227.4967292506241
29,37,150,0.08695652173913043,72,525.5,273798,4818.0,22172724,0.02465415019762846,-419.02722872008815
29,70,135,0.5,81,767.0,551040,4455.0,17934336,0.013442460317460318,-93.11178901175651
29,71,165,0.625,81,897.0,700280,5019.0,24519600,0.012053571428571429,-90.22484730931478
29,68,165,0.625,81,897.0,700280,5019.0,24519600,0.012053571428571429,-90.22484730931478
29,65,180,0.6875,81,958.0,770308,5223.5,26907342,0.011458333333333333,-87.42231585863564
29,61,195,0.6470588235294118,81,947.0,757680,5427.0,29283408,0.009191176470588236,-91.95915176390541
29,69,105,0.375,63,647.0,413280,4077.0,13520808,0.014980158730158732,-105.60105516965673
29,67,180,0.6875,81,958.0,770308,5223.5,26907342,0.011458333333333333,-87.42231585863567
29,66,150,0.5625,81,827.0,619920,4642.5,20123586,0.012847222222222223,-89.72861891715114
30,38,165,0.13043478260869565,49,1015.0,931000,5024.0,24577980,0.06538992408557627,-1936.4213876698923
30,37,110,0.4,56,588.5,333900,4004.0,15989580,0.019608843537414967,-141.70733999662366
30,52,121,0.29411764705882354,56,845.0,693000,4210.0,17724100,0.026626957601222304,-281.8198672565263
30,53,22,0.0,14,465.5,161700,2307.0,1700840,0.06715506715506714,-242.7584515292112
30,54,33,0.16666666666666666,21,564.0,299600,2534.0,3612180,0.03787878787878788,-129.44373324943535
31,39,8,0.2,4,322.0,77763,857.0,552120,0.125,-29.39936619909699
32,64,44,0.0,9,479.0,113841,4500.5,3366510,0.07971014492753623,-2531.9815500885443
32,65,264,0.4782608695652174,81,1080.5,1099098,6609.5,39683490,0.018280632411067192,-600.8183453205031
32,61,286,0.4583333333333333,81,1069.5,1081080,6813.0,43187760,0.013737922705314008,-531.9995235500717
32,66,220,0.391304347826087,81,949.5,884520,6028.5,29678670,0.01992753623188406,-628.4021593393944
32,67,264,0.4782608695652174,81,1080.5,1099098,6609.5,39683490,0.018280632411067192,-600.8183453205031
32,68,242,0.43478260869565216,81,1019.5,999180,6405.0,36162000,0.018562958780350084,-605.1148449004849
32,69,154,0.2608695652173913,63,769.5,589680,5463.0,19940760,0.020939205721814416,-665.3845219176231
32,70,198,0.34782608695652173,81,889.5,786240,5841.0,26449920,0.020209862601166948,-635.4898914271796
32,71,242,0.43478260869565216,81,1019.5,999180,6405.0,36162000,0.018562958780350084,-605.1148449004849
32,72,44,0.043478260869565216,18,479.0,113841,4500.5,3366510,0.041501976284584984,-1209.4226601433197
32,62,242,0.32,81,959.5,900900,6405.0,36162000,0.025833333333333333,-1151.5418349804968
32,73,44,0.043478260869565216,18,479.0,113841,4500.5,3366510,0.041501976284584984,-1209.4226601433197
32,36,418,0.3225806451612903,81,418.5,14742,8022.0,64006740,0.032183974925910415,-3263.8221049977733
32,56,154,0.16,63,772.5,594594,5580.0,21955500,0.02527777777777778,-952.9217360551164
33,58,28,0.375,16,472.5,221094,1915.5,3266550,0.049107142857142856,-54.024098363561265
33,35,49,0.4,16,426.0,181476,2550.0,6502500,0.08148148148148147,-207.91335560590653
33,53,14,0.0,8,328.5,98406,1477.0,1030200,0.08994708994708994,-100.41608549248197
33,74,14,0.125,8,315.0,86904,1489.5,1093950,0.07142857142857142,-65.64298666501789
33,36,133,0.23809523809523808,36,222.0,7668,4992.0,18956700,0.044665532879818594,-1207.4996825792523
35,36,133,0.18181818181818182,36,222.0,7668,4992.0,18956700,0.06078643578643579,-1849.2345930224387
35,60,14,0.0,8,349.0,115872,1458.5,935850,0.10416666666666667,-122.96953883519201
35,75,7,0.0,4,213.0,0,1275.0,0,0.125,-107.56423365924444
35,58,28,0.375,16,472.5,221094,1915.5,3266550,0.05803571428571429,-70.19608520090014
36,44,171,0.037037037037037035,63,465.0,16416,5409.0,25156656,0.11819980431091547,-5191.17317957345
36,55,57,0.047619047619047616,18,131.0,4392,4146.0,6378372,0.0498015873015873,-1177.5424800511648
36,52,209,0.1111111111111111,72,504.0,17820,5822.0,31297140,0.023230113507891288,-1122.6328997612688
36,58,76,0.15,36,268.5,9342,4357.5,9522954,0.03618421052631579,-778.3605216415476
36,68,209,0.36363636363636365,81,619.0,21960,5817.0,31222800,0.02340270359750879,-634.7928255672052
36,65,228,0.34782608695652173,81,680.0,24156,6021.5,34263306,0.023571400053613495,-703.8808250815545
36,74,38,0.05,18,111.0,3672,3931.5,3189186,0.042105263157894736,-861.1191204606615
36,62,209,0.42857142857142855,81,559.0,19800,5817.0,31222800,0.04087301587301587,-1178.644867643714
36,61,247,0.391304347826087,81,669.0,23760,6225.0,37288944,0.02258325776112337,-730.2377330911343
36,71,209,0.36363636363636365,81,619.0,21960,5817.0,31222800,0.02340270359750879,-634.7928255672052
36,67,228,0.34782608695652173,81,680.0,24156,6021.5,34263306,0.023571400053613495,-703.8808250815545
37,52,110,0.4,64,733.5,472230,4004.0,15989580,0.01536281179138322,-98.28890011708327
37,56,70,0.4166666666666667,56,601.5,346302,3174.0,9684900,0.0163510101010101,-42.483842975096024
38,40,30,0.0625,14,723.0,154280,3134.0,2510340,0.04791666666666667,-493.44695502048114
38,44,135,0.3333333333333333,49,1121.0,1212960,4611.0,19755792,0.024813258636788044,-410.07608506123586
38,48,105,0.375,49,1355.0,1835400,4113.0,13941144,0.0375,-366.9383297584043
38,46,105,0.375,49,1355.0,1835400,4113.0,13941144,0.0375,-366.9383297584043
38,50,105,0.375,49,1355.0,1835400,4113.0,13941144,0.0375,-366.9383297584043
38,45,105,0.375,49,1355.0,1835400,4113.0,13941144,0.0375,-366.9383297584043
38,47,105,0.375,49,1355.0,1835400,4113.0,13941144,0.0375,-366.9383297584043
38,49,105,0.375,49,1355.0,1835400,4113.0,13941144,0.0375,-366.9383297584043
38,51,30,0.0625,14,760.0,252700,3086.5,1955730,0.05416666666666667,-519.9705633262155
39,59,4,0.0,2,241.5,0,642.0,0,0.2,-30.99513410542298
44,45,63,0.6,49,1146.0,1258560,2886.0,8080992,0.03333333333333333,-51.874888576030756
44,46,63,0.6,49,1146.0,1258560,2886.0,8080992,0.03333333333333333,-51.874888576030756
44,47,63,0.6,49,1146.0,1258560,2886.0,8080992,0.03333333333333333,-51.874888576030756
44,48,63,0.6,49,1146.0,1258560,2886.0,8080992,0.03333333333333333,-51.874888576030756
44,49,63,0.6,49,1146.0,1258560,2886.0,8080992,0.03333333333333333,-51.874888576030756
44,50,63,0.6,49,1146.0,1258560,2886.0,8080992,0.03333333333333333,-51.874888576030756
45,48,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
45,46,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
45,50,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
45,47,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
45,49,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
46,48,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
46,47,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
46,50,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
46,49,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
47,48,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
47,50,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
47,49,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
48,49,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
48,50,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
49,50,49,0.75,49,1380.0,1904400,2388.0,5702544,0.017857142857142856,-6.591673732008659
52,61,143,0.09090909090909091,72,1155.0,1306800,4613.0,21117360,0.030233457019171302,-384.31791415658336
52,62,121,0.1,72,1045.0,1089000,4205.0,17682000,0.03947681704260652,-494.15003843639244
52,56,77,0.38461538461538464,56,858.0,718740,3380.0,10735500,0.020245726495726497,-77.53833006769165
52,54,33,0.16666666666666666,24,709.0,423720,2534.0,3612180,0.041666666666666664,-116.94711977126067
55,60,6,0.0,4,258.0,66368,612.5,314886,0.15,-24.26398666968827
61,62,143,0.6,81,1210.0,1452000,4608.0,21067200,0.013492063492063491,-86.77176148599999
61,71,143,0.7142857142857143,81,1270.0,1610400,4608.0,21067200,0.008110936682365254,-31.084698503034065
61,70,117,0.5714285714285714,81,1140.0,1267200,4044.0,15409152,0.01314756671899529,-43.027943424555055
61,68,143,0.7142857142857143,81,1270.0,1610400,4608.0,21067200,0.008110936682365254,-31.084698503034065
61,66,130,0.6428571428571429,81,1200.0,1425600,4231.5,17290152,0.012362637362637362,-41.072211762808735
61,69,91,0.42857142857142855,63,1020.0,950400,3666.0,11617056,0.015175300889586603,-50.88212608707497
61,65,156,0.7857142857142857,81,1331.0,1771440,4812.5,23118744,0.007326007326007326,-29.014335014458347
61,67,156,0.7857142857142857,81,1331.0,1771440,4812.5,23118744,0.007326007326007326,-29.014335014458347
62,71,121,0.5714285714285714,81,1160.0,1342000,4200.0,17640000,0.015567765567765566,-71.74683062805495
62,76,11,0.0,9,550.0,0,2100.0,0,0.08333333333333333,-184.14801574458954
62,65,132,0.5333333333333333,81,1221.0,1476200,4404.5,19357800,0.015079365079365076,-81.0659351876428
62,68,121,0.5714285714285714,81,1160.0,1342000,4200.0,17640000,0.015567765567765566,-71.74683062805495
62,67,132,0.5333333333333333,81,1221.0,1476200,4404.5,19357800,0.015079365079365076,-81.0659351876428
63,64,2,0.0,1,69.5,0,195.5,0,0.3333333333333333,-7.568379267836522
65,71,132,0.7692307692307693,81,1281.0,1637240,4404.5,19357800,0.007326007326007326,-19.16129811097819
65,70,108,0.6153846153846154,81,1151.0,1288320,3840.5,14158848,0.008928571428571428,-19.863510284714778
65,68,132,0.7692307692307693,81,1281.0,1637240,4404.5,19357800,0.007326007326007326,-19.16129811097819
65,69,84,0.46153846153846156,63,1031.0,966240,3462.5,10674444,0.011294261294261292,-25.580710517415913
65,67,144,0.8461538461538461,81,1342.0,1800964,4609.0,21242881,0.00641025641025641,-17.533008099297703
65,66,120,0.6923076923076923,81,1211.0,1449360,4028.0,15887223,0.008012820512820512,-18.28347795297591
66,71,110,0.6153846153846154,81,1150.0,1317600,3823.5,14477400,0.008928571428571428,-19.375402975719403
66,70,90,0.7272727272727273,81,1020.0,1036800,3259.5,10589184,0.01038961038961039,-13.93907953742106
66,68,110,0.6153846153846154,81,1150.0,1317600,3823.5,14477400,0.008928571428571428,-19.375402975719403
66,67,120,0.6923076923076923,81,1211.0,1449360,4028.0,15887223,0.008012820512820512,-18.283477952975907
66,69,70,0.5454545454545454,63,900.0,777600,2881.5,7983252,0.012987012987012986,-17.826120103850606
67,71,132,0.7692307692307693,81,1281.0,1637240,4404.5,19357800,0.007326007326007326,-19.16129811097819
67,70,108,0.6153846153846154,81,1151.0,1288320,3840.5,14158848,0.008928571428571428,-19.863510284714778
67,68,132,0.7692307692307693,81,1281.0,1637240,4404.5,19357800,0.007326007326007326,-19.16129811097819
67,69,84,0.46153846153846156,63,1031.0,966240,3462.5,10674444,0.011294261294261292,-25.580710517415913
68,71,121,0.8333333333333334,81,1220.0,1488400,4200.0,17640000,0.007575757575757576,-16.533389165412224
68,70,99,0.6666666666666666,81,1090.0,1171200,3636.0,12902400,0.00946969696969697,-17.47199930651234
70,71,99,0.6666666666666666,81,1090.0,1171200,3636.0,12902400,0.00946969696969697,-17.471999306512338
72,73,4,0.3333333333333333,4,139.0,19321,391.0,152881,0.16666666666666666,-6.089044875446846
