i,j,order_LDC,order_Jaccard,order_LKS,order_CI_e_av_skin,order_CI_e_mul_skin,order_CI_e_av_body,order_CI_e_mul_body,order_LLBCe,order_LLBMEe1
26,71,81,218,195,165,130,96,86,226,137
26,70,97,130,196,166,131,136,228,202,145
26,68,56,226,198,168,123,159,167,233,152
26,61,109,248,203,173,138,60,125,248,221
26,65,129,239,201,171,137,204,56,239,168
26,69,186,110,197,167,133,113,229,192,98
26,66,243,139,200,170,125,229,79,210,158
26,67,219,233,199,169,135,122,67,244,163
27,52,242,147,73,112,163,144,123,118,171
27,32,92,83,29,164,165,54,46,100,44
27,37,149,151,28,163,164,169,60,127,217
27,56,185,142,72,121,162,195,133,123,205
29,32,15,252,71,162,161,25,17,252,216
29,36,21,250,70,161,160,17,20,250,106
29,62,128,243,148,137,136,130,59,217,123
29,37,176,54,69,160,129,77,146,97,48
29,70,80,129,142,115,121,120,131,201,144
29,71,44,217,141,125,120,228,77,225,136
29,68,241,225,144,128,132,55,52,232,151
29,65,108,238,147,134,126,100,119,238,167
29,61,50,247,149,140,128,111,48,247,213
29,69,96,109,143,117,122,188,92,191,96
29,67,204,232,145,131,124,48,204,243,162
29,66,148,138,146,119,134,154,227,208,157
30,38,40,65,47,44,44,36,37,26,22
30,37,91,100,27,84,91,227,111,112,114
30,52,147,99,46,27,27,69,47,111,113
30,53,240,9,194,72,69,203,226,31,66
30,54,203,77,140,57,74,152,203,58,93
31,39,239,26,139,89,90,226,225,8,215
32,64,238,8,193,158,155,225,224,63,34
32,65,34,237,99,133,154,109,80,235,166
32,61,19,246,101,139,157,42,42,246,211
32,66,107,137,98,118,153,178,88,209,156
32,67,23,231,97,130,152,72,54,242,161
32,68,43,224,96,127,151,35,35,231,150
32,69,138,108,95,116,150,127,116,190,99
32,70,55,128,94,114,149,64,76,200,143
32,71,31,216,93,124,148,32,32,224,135
32,72,202,35,192,157,147,198,198,62,63
32,62,37,242,100,136,156,37,38,216,122
32,73,184,33,191,156,146,187,187,61,62
32,36,8,249,45,159,159,9,8,249,25
32,56,146,84,44,120,158,79,105,101,45
33,58,237,113,137,88,85,173,223,41,89
33,35,106,115,92,97,93,132,136,43,70
33,53,201,7,138,154,144,224,194,30,210
33,74,183,37,190,86,84,186,172,33,126
33,36,127,87,91,155,145,94,81,51,49
35,36,200,86,68,153,143,202,202,50,39
35,60,182,6,189,152,142,181,185,7,102
35,75,236,5,188,151,141,223,222,6,209
35,58,161,112,90,76,73,155,158,40,81
36,44,105,31,136,150,140,99,45,9,13
36,55,175,38,135,142,118,167,177,38,54
36,52,73,58,43,111,119,34,33,106,35
36,58,145,85,67,149,117,145,148,42,50
36,68,33,223,62,126,112,73,74,230,105
36,65,25,236,64,132,114,26,25,237,108
36,74,235,36,134,148,110,222,221,36,61
36,62,90,241,65,135,115,41,113,194,103
36,61,28,245,66,138,116,21,22,245,109
36,71,54,215,61,123,111,44,106,223,104
36,67,36,230,63,129,113,24,23,241,107
37,52,104,146,26,78,83,123,102,117,172
37,56,126,141,25,67,79,182,191,122,204
38,40,234,24,133,95,94,221,220,28,67
38,44,51,209,89,16,16,65,75,185,199
38,48,79,199,184,68,49,87,89,170,188
38,46,160,206,186,51,70,114,122,182,203
38,50,68,188,182,5,5,80,82,164,182
38,45,125,208,187,22,22,90,95,184,201
38,47,115,203,185,49,68,110,118,179,197
38,49,78,194,183,7,7,83,85,175,193
38,51,181,40,132,73,62,190,192,29,78
39,59,218,4,181,103,109,220,219,2,125
44,45,89,207,131,74,53,176,176,183,202
44,46,144,205,130,21,21,141,145,181,200
44,47,233,202,129,65,47,219,218,178,196
44,48,174,198,128,35,35,218,217,169,187
44,49,217,193,127,50,71,163,165,174,192
44,50,137,187,126,32,32,131,135,163,181
45,48,199,197,86,52,108,128,130,168,186
45,46,103,204,88,3,3,158,159,180,198
45,50,232,186,84,147,107,217,216,162,180
45,47,143,201,87,9,9,138,141,177,195
45,49,173,192,85,38,38,201,201,173,191
46,48,231,196,59,8,8,172,173,167,185
46,47,88,200,60,36,36,88,91,176,194
46,50,198,185,57,145,106,194,193,161,179
46,49,124,191,58,146,50,216,215,172,190
47,48,102,195,42,2,2,197,197,166,184
47,50,172,184,40,144,105,170,171,160,178
47,49,197,190,41,20,20,153,155,171,189
48,49,142,189,24,143,104,135,139,165,183
48,50,123,183,23,19,19,151,153,159,177
49,50,101,182,14,1,1,124,127,158,176
52,61,38,56,39,26,26,86,152,103,47
52,62,62,57,38,18,18,59,70,105,46
52,56,87,140,13,39,39,134,181,116,170
52,54,171,76,83,66,51,215,214,59,91
55,60,230,3,125,82,81,214,213,4,169
61,62,72,240,22,61,54,175,97,214,121
61,71,136,214,34,6,6,118,63,222,134
61,70,159,127,54,15,15,213,84,199,142
61,68,196,222,35,12,12,47,109,229,149
61,66,61,136,56,54,46,81,55,205,155
61,69,229,107,55,28,28,150,196,189,97
61,65,86,235,37,42,42,75,212,236,165
61,67,170,229,36,31,31,200,78,240,160
62,71,228,213,18,40,40,199,44,211,117
62,76,216,2,180,102,103,212,210,32,74
62,65,49,234,21,14,14,85,83,215,120
62,68,169,221,19,41,41,115,211,212,118
62,67,100,228,20,25,25,146,174,213,119
63,64,215,1,179,141,102,211,209,1,164
65,71,195,212,10,64,58,139,180,221,133
65,70,227,126,31,34,34,162,190,198,141
65,68,141,220,11,24,24,50,142,228,148
65,69,168,106,32,60,52,210,100,188,95
65,67,60,227,12,4,4,67,51,234,159
65,66,71,135,33,11,11,117,69,207,154
66,71,167,132,6,23,23,68,138,203,132
66,70,194,131,15,17,17,107,124,193,140
66,68,85,133,9,30,30,133,189,204,147
66,67,48,134,17,63,57,57,103,206,153
66,69,122,111,16,37,37,98,163,186,100
67,71,121,211,4,13,13,171,208,220,131
67,70,140,125,7,43,43,97,110,197,139
67,68,70,219,5,10,10,209,96,227,146
67,69,84,105,8,53,45,106,137,187,94
68,71,99,210,2,59,48,105,128,219,130
68,70,120,124,3,62,56,193,66,196,138
70,71,69,123,1,29,29,84,162,195,129
72,73,226,34,124,101,97,208,207,3,128
