i,j,order_LDC,order_Jaccard,order_LKS,order_CI_e_av_skin,order_CI_e_mul_skin,order_CI_e_av_body,order_CI_e_mul_body,order_LLBCe,order_LLBMEe1
4,92,2581,163,2699,1322,1303,2235,2492,395,616
4,93,1593,278,2698,1304,1356,2042,1983,576,555
4,10,104,2493,1995,2653,2684,126,106,2701,2347
4,12,39,2416,1994,2651,2683,41,39,2618,2305
4,13,321,2570,2315,2650,1286,332,307,2617,2225
4,15,41,2569,2314,2649,2682,46,41,2700,2430
4,16,320,1651,2313,2648,2681,654,305,2270,1402
4,94,1592,117,2697,1331,1313,1029,1261,94,45
4,43,8,1213,1991,2639,2678,8,8,2253,339
4,44,103,1111,2158,2638,2677,136,105,2194,320
4,46,1599,1161,2157,2637,1560,762,1436,2167,418
4,68,154,558,2451,2478,2675,170,156,2130,317
4,69,80,590,2450,2477,2674,92,79,2142,267
4,52,93,1192,2310,2636,2676,103,96,2201,356
5,11,1783,837,2156,2624,1545,1239,1217,2227,1478
5,17,1629,735,2299,2275,1616,807,1600,1723,954
5,18,483,2548,1530,2619,1300,1597,2343,2675,2405
5,20,2317,868,1986,2618,1325,2700,1096,2238,1537
5,21,47,2547,1529,2617,2667,39,47,2674,1660
5,23,1782,672,2298,2260,1638,981,1594,1067,710
5,53,1264,2543,2296,2607,1820,217,286,2668,2339
5,25,646,1079,2152,2616,1544,224,294,2176,297
5,26,240,1191,2151,2171,2522,585,577,2279,440
5,27,1781,1190,2150,2138,1502,1302,1605,2014,465
5,62,504,2542,2295,2606,1629,393,697,2334,2338
5,29,417,1251,1985,2615,1721,584,2601,2213,494
5,73,874,2541,2292,2605,1343,392,368,2667,2336
5,65,236,2464,2294,1213,1457,794,293,2587,2288
5,66,1071,2443,2293,2246,1281,394,371,2672,2337
5,33,239,2546,2149,2614,1626,1293,374,2673,2376
5,6,217,2538,1990,2627,1630,391,375,2534,2209
5,74,932,2540,2443,2245,1342,1295,1334,2513,2335
5,75,1263,2539,2291,2604,1341,987,1349,2512,2118
5,36,2452,1270,2148,1837,1503,1602,1326,1862,873
5,37,1628,1269,2147,1706,1564,1593,1599,2011,734
5,38,995,1268,2146,1820,1451,2440,2591,2171,1349
5,39,1780,2545,2145,2613,1345,576,525,2670,2375
5,40,1072,2544,2144,2612,1344,399,898,2669,2340
5,76,1262,2537,2290,2603,1340,594,1347,2511,2370
5,77,1261,2536,2289,2602,1339,593,1346,2505,2369
5,78,2451,2535,2288,2244,1295,2453,1203,2440,2368
5,79,1070,2520,2442,2601,1338,1078,2272,2390,2367
5,80,2450,2519,2441,2600,1337,2117,975,2363,2172
5,81,2181,2518,2440,2433,1368,2110,1607,2501,2171
5,82,2180,2385,2439,2432,1573,2109,1606,2497,2208
5,83,2449,2384,2438,2431,1572,1594,880,2492,2207
5,84,2448,2383,2287,2430,1490,2342,714,2419,2206
5,9,212,2509,1989,2626,2672,225,224,2645,2190
5,91,1779,130,2489,1314,1452,2690,2587,484,636
5,10,216,2492,1988,2625,2671,214,217,2677,2189
5,12,124,2415,1987,2623,2670,129,113,2616,2188
5,13,484,2550,2155,2622,1301,1598,2473,2615,2187
5,15,108,2549,2154,2621,2669,123,110,2676,2406
5,16,702,1650,2153,2620,2668,398,498,2269,1389
5,43,46,1212,1984,2611,2666,43,45,2252,368
5,44,238,1110,2143,2610,2527,223,843,2193,346
5,46,505,1160,2142,2609,1583,1954,628,2166,453
5,52,237,1189,2297,2608,2526,222,205,2200,398
6,11,1778,836,1526,2597,1555,1238,1221,2226,1477
6,18,481,2530,1521,2592,1298,1618,1517,2664,2365
6,20,2149,867,1983,2591,1324,1996,1095,2237,1536
6,21,45,2529,1520,2590,2660,38,46,2663,1659
6,53,1775,2525,1979,2580,1819,238,285,2659,2333
6,25,645,1078,2141,2589,1554,826,292,2175,287
6,26,235,1188,2140,2170,2521,583,576,2278,434
6,27,1777,1187,2139,2137,1510,1299,2739,2013,457
6,62,502,2524,1978,2579,1633,396,696,2333,2332
6,29,416,1250,1982,2588,1720,582,1427,2212,486
6,73,873,2523,2286,2578,1334,395,367,2658,2330
6,65,231,2463,1977,1212,1456,210,291,2586,2287
6,66,1068,2442,1976,2243,1280,294,370,2671,2331
6,33,234,2528,2138,2587,1628,827,373,2662,2374
6,74,931,2522,1975,2242,1333,1294,1336,2510,2329
6,75,1562,2521,2285,2577,1332,824,1885,2509,2117
6,36,2447,1267,2137,1836,1495,1984,1331,1861,854
6,37,1627,1266,2136,1705,1565,822,2572,2010,704
6,38,994,1265,2135,1819,1450,2741,1869,2170,1261
6,39,1776,2527,2134,2586,1336,575,524,2661,2373
6,40,1069,2526,2133,2585,1335,401,897,2660,2334
6,76,2446,2517,2284,2576,1331,592,1697,2508,2364
6,77,2445,2516,2283,2575,1330,591,1696,2504,2363
6,78,1260,2515,2282,2241,1294,2591,1206,2439,2362
6,79,1067,2514,2130,2574,1329,1769,2070,2389,2361
6,80,1259,2513,2129,2573,1328,1316,974,2362,2170
6,81,1258,2512,2128,2429,1367,814,2556,2500,2169
6,82,1257,2382,2127,2428,1579,813,2555,2496,2205
6,83,2148,2381,2126,2427,1578,1613,879,2491,2204
6,84,2147,2380,2281,2426,1482,1758,713,2418,2203
6,88,2669,494,2125,2409,1485,2007,2303,846,1279
6,89,2668,493,2124,2408,1484,2006,2302,847,1278
6,90,2146,686,2488,2407,1483,1936,2239,1814,1399
6,9,211,2508,1528,2599,2665,292,223,2644,2186
6,10,215,2491,1527,2598,2664,232,216,2666,2185
6,12,123,2414,1525,2596,2663,128,112,2614,2184
6,13,482,2532,1524,2595,1299,1619,1518,2613,2183
6,15,107,2531,1523,2594,2662,122,109,2665,2366
6,16,701,1649,1522,2593,2661,400,497,2268,1401
6,43,44,1211,1981,2584,2659,42,44,2251,364
6,44,233,1109,2132,2583,2525,825,842,2192,340
6,46,503,1159,2131,2582,1606,2599,627,2165,446
6,52,232,1186,1980,2581,2524,397,204,2199,385
7,17,2072,436,1969,1188,1239,1000,2738,559,529
7,18,1774,408,1968,614,622,2426,1503,748,405
7,22,2071,601,2584,801,774,1388,2359,557,2500
7,23,2403,459,2437,1196,1497,1405,2737,562,508
7,95,1253,480,2696,1191,977,998,2351,753,779
7,96,2607,557,2695,1190,1016,1387,1830,746,2064
7,25,1256,448,1967,1195,1012,1015,1007,781,944
7,27,2316,231,1966,1082,979,2315,1266,766,984
7,8,1231,482,1974,608,600,2588,1806,181,553
7,9,1066,390,1973,1199,2658,1856,1515,760,389
7,13,1065,409,1972,615,623,2427,1504,749,406
7,15,1925,322,1971,1198,2657,992,1430,761,352
7,16,1030,425,1970,1197,2656,1002,2361,754,468
7,41,1255,477,2583,1194,1004,1382,1289,755,969
7,47,1254,461,2436,1193,2491,993,2171,765,746
7,97,1252,573,2694,870,844,2592,1008,717,2063
7,51,2608,262,2582,691,708,1747,1006,744,965
7,98,1251,575,2693,936,901,2205,1705,532,2517
7,99,2100,304,2692,950,893,2366,2168,184,1883
7,52,2484,295,1965,1192,2341,2002,1805,782,855
7,100,2606,556,2691,217,254,1393,1196,493,2516
7,101,1250,570,2690,900,846,1834,1015,739,2062
8,17,2099,484,1960,839,894,2582,1702,473,1916
8,18,1773,426,1959,176,168,1870,1355,551,802
8,19,2483,333,2279,694,695,2456,2308,173,1504
8,20,1923,455,1958,565,588,1501,1822,430,893
8,22,2098,481,2278,609,684,2594,1359,176,571
8,23,1391,485,1830,927,1219,1502,2029,463,783
8,30,2482,1761,2581,399,404,2119,2183,110,2742
8,31,2692,1760,2580,349,391,2130,2182,125,2741
8,32,2481,1759,2579,398,403,2118,2181,109,2740
8,67,2402,413,2578,556,420,1514,1708,437,894
8,33,1390,288,1829,1028,1126,1312,2528,529,804
8,74,1389,349,1957,269,238,1317,2527,542,808
8,9,1249,374,1964,1040,2655,2111,2533,541,810
8,13,2255,427,1963,177,169,1871,1356,552,803
8,14,2029,301,2280,605,591,2016,2736,87,790
8,15,1924,369,1962,1039,2654,1417,1357,534,801
8,16,1657,452,1961,928,2653,1503,1358,510,845
9,17,1687,713,1828,2274,2647,1755,836,1742,972
9,18,500,2505,1514,2567,2646,343,327,2655,2359
9,21,12,2504,1513,2566,2645,15,12,2654,1573
9,22,1686,389,2277,1353,2644,2740,1526,721,394
9,23,1388,651,1827,2259,2643,2125,894,1063,719
9,53,115,2500,1955,2556,2626,150,119,2650,2327
9,54,2739,969,2487,2488,2625,1253,2423,2054,531
9,57,2444,968,2486,2487,2624,1244,892,2053,574
9,25,296,1077,1826,2565,2642,221,278,2163,309
9,26,221,1185,1825,2169,2640,287,314,2307,430
9,27,644,1184,1824,2136,2639,1242,537,1979,458
9,58,1064,964,2485,2486,2623,1243,891,1956,570
9,59,114,956,2484,2485,2622,168,179,2078,305
9,60,1685,963,2483,2484,2621,1640,890,2052,559
9,62,1063,2499,1954,2555,2620,759,693,2332,2326
9,29,193,1249,1823,2564,2638,169,180,2209,487
9,73,370,2498,2121,2554,2612,653,2028,2648,2324
9,65,219,2462,1953,1211,2619,197,164,2592,2286
9,66,295,2441,1952,2240,2618,259,296,2649,2325
9,33,220,2503,1822,2563,2637,349,222,2653,2372
9,74,1386,2497,1951,2239,2611,755,643,2543,2323
9,75,2442,2496,1950,2553,2610,2127,1743,2542,2116
9,36,1387,1264,1821,1835,2636,1992,1425,1841,881
9,37,2222,1263,1820,1704,2635,2101,2116,1978,735
9,38,993,1262,1819,1818,2634,1848,1672,2162,1363
9,39,437,2502,1818,2562,2633,450,515,2652,2371
9,40,396,2501,1817,2561,2632,754,442,2651,2328
9,76,1684,2490,2120,2552,2609,590,2735,2541,2358
9,77,1683,2489,2119,2551,2608,589,2734,2540,2357
9,78,2441,2488,2118,2238,2607,526,2110,2438,2356
9,79,642,2487,2117,2550,2606,753,1759,2388,2355
9,80,641,2486,2116,2549,2605,690,2117,2361,2168
9,81,640,2485,2115,2425,2604,2104,1742,2520,2167
9,82,639,2379,2114,2424,2603,2103,1741,2495,2191
9,83,1682,2378,2113,2423,2602,756,873,2490,2195
9,84,1681,2377,1949,2422,2601,752,708,2417,2202
9,10,102,2495,1519,2572,2652,133,104,2657,2182
9,12,38,2413,1518,2571,2651,40,38,2643,2181
9,13,501,2507,1517,2570,2650,344,328,2642,2180
9,15,40,2506,1516,2569,2649,45,40,2656,2360
9,16,578,1648,1515,2568,2648,1080,322,2294,1391
9,43,7,1210,1816,2560,2631,7,7,2242,372
9,44,101,1108,1815,2559,2630,143,103,2190,337
9,46,643,1158,1956,2558,2629,751,616,2161,436
9,47,96,946,2276,2445,2628,115,98,2102,248
9,68,180,929,2435,2476,2617,167,163,2129,344
9,69,79,955,2434,2475,2616,91,78,2141,293
9,52,92,1183,1814,2557,2627,102,95,2196,396
9,70,2221,976,2482,2483,2615,1231,889,2042,554
9,71,1062,975,2123,2482,2614,1631,888,1930,579
9,72,2443,942,2122,2481,2613,437,883,2121,459
10,11,1230,835,1512,2548,2600,2538,2733,2225,1476
10,18,316,2482,1507,2543,2595,333,422,2713,2345
10,20,1229,866,1813,2542,2594,1530,1093,2236,1530
10,21,25,2481,1506,2541,2593,28,25,2712,1572
10,95,315,351,2479,2523,2555,468,606,1708,303
10,53,178,2477,1800,2531,2572,149,171,2708,2321
10,24,113,555,2433,2444,2592,125,118,1942,271
10,25,179,1076,1812,2540,2591,213,232,2174,306
10,26,230,1182,1811,2168,2590,231,231,2306,439
10,27,771,1181,1810,2135,2589,1606,1265,2009,460
10,62,497,2476,1799,2530,2571,934,1421,2331,2320
10,29,415,1248,1809,2539,2588,339,230,2211,489
10,73,1061,2475,1948,2529,2568,2184,365,2707,2318
10,65,177,2461,1798,1210,2570,192,175,2602,2285
10,102,2738,327,2689,1125,2554,2548,1285,399,702
10,66,767,2440,1797,2237,2569,738,233,2688,2319
10,103,1059,350,2688,2522,2553,1170,1103,1009,93
10,33,229,2480,1808,2538,2587,230,215,2711,2250
10,74,1509,2474,1796,2236,2567,453,2304,2603,2317
10,75,2143,2473,1947,2528,2566,2264,744,2583,2115
10,34,1475,588,2481,2464,2586,1474,853,1135,1394
10,87,496,330,2480,2284,2556,933,2585,352,86
10,35,499,450,2275,2463,2585,2398,911,1838,462
10,36,1998,1260,1807,1834,2584,1349,1414,1853,872
10,37,1228,1259,1806,1703,2583,1600,1286,2008,689
10,38,1743,1258,1805,1817,2582,945,2583,2169,1310
10,39,661,2479,1804,2537,2581,572,449,2710,2249
10,40,770,2478,1803,2536,2580,1169,421,2709,2322
10,76,2254,2472,1678,2527,2565,581,1565,2580,2344
10,77,2253,2471,1677,2526,2564,580,1564,2579,2343
10,78,1890,2470,1676,2235,2563,731,1579,2437,2342
10,79,1060,2469,1675,2525,2562,939,743,2387,2341
10,80,2440,2468,1674,2524,2561,688,972,2360,2166
10,81,2439,2467,1673,2421,2560,840,1753,2531,2165
10,82,2438,2376,1672,2420,2559,839,1752,2489,2194
10,83,2437,2375,1671,2419,2558,1614,1433,2488,2201
10,84,1997,2374,1946,2418,2557,1431,2185,2416,2200
10,12,56,2412,1511,2547,2599,67,56,2640,2179
10,13,318,2484,1510,2546,2598,334,423,2639,2178
10,15,58,2483,1509,2545,2597,65,58,2714,2346
10,16,317,1647,1508,2544,2596,2008,862,2293,1397
10,42,1510,505,2274,2469,2579,467,2430,1103,265
10,43,18,1209,1680,2535,2578,14,18,2250,363
10,44,228,1107,1802,2534,2577,142,214,2191,342
10,45,769,533,2273,2468,2576,338,604,1703,257
10,46,498,1157,1679,2533,2575,1977,622,2164,448
10,50,768,538,2432,2467,2574,2275,1761,1617,412
10,52,112,1180,1801,2532,2573,212,117,2198,397
11,61,1996,602,2272,2404,1711,2662,2042,685,634
11,62,1995,850,778,2514,1597,1949,1669,2218,1483
11,85,1994,633,2271,2414,1540,1443,1748,925,596
11,86,2666,628,2270,2413,2546,1729,2509,958,610
11,63,2667,717,1945,2403,2547,1948,1208,893,601
11,29,1221,773,1500,2516,1699,1933,2050,1075,605
11,12,1227,771,1505,2521,2552,2445,1455,2224,1482
11,13,1226,853,1504,985,1080,1466,1502,2222,1475
11,15,1225,809,1503,2520,2551,1922,1202,2223,1481
11,16,2529,854,1502,2519,2550,1713,1766,1100,1473
11,18,1224,852,1501,984,1079,1465,1501,2220,1474
11,20,1223,871,780,2518,1139,2532,2048,1019,1493
11,43,1033,737,1499,2515,2548,991,986,1080,523
11,21,1222,705,779,2517,2549,1459,1908,2221,1484
12,17,815,712,1498,2273,2542,2450,1030,1743,904
12,18,202,2409,774,2510,2541,185,220,2637,2247
12,20,1220,761,773,2509,2540,1511,2226,2235,1543
12,21,4,2408,772,2508,2539,4,4,2636,1646
12,95,188,687,2429,2280,2470,184,206,1727,284
12,53,69,2404,899,2498,2508,72,59,2632,2315
12,54,1625,967,1944,2457,2507,672,1311,2061,530
12,56,1058,548,2478,2417,2506,1076,1445,1121,327
12,57,1624,966,1943,2456,2505,2154,1589,2059,561
12,24,43,649,1795,2443,2538,48,43,1953,262
12,25,78,1075,1497,2507,2537,80,86,2148,281
12,26,122,1179,1670,2167,2536,127,111,2305,426
12,27,333,1178,1496,2134,2535,386,324,1974,438
12,58,960,962,1942,2455,2504,2153,1588,1959,560
12,59,68,954,1792,2454,2503,73,73,2075,290
12,60,2097,961,1941,2453,2502,893,2247,2060,550
12,61,1623,531,2266,2402,2501,2139,1760,933,474
12,62,200,2403,771,2497,2500,190,218,2330,2314
12,85,331,865,2265,2396,2476,208,323,2018,469
12,86,340,864,2264,2395,2475,385,356,1934,467
12,63,2096,749,1940,2401,2499,889,912,1791,355
12,29,88,1247,1495,2506,2534,86,94,2210,477
12,73,283,2400,1167,2496,2488,198,238,2630,2313
12,65,87,2402,898,1209,2498,85,93,2601,2284
12,66,131,2401,1168,2234,2497,147,154,2631,2311
12,103,557,314,2428,2279,2469,530,546,1051,77
12,33,121,2407,1494,2505,2533,137,150,2635,2246
12,74,341,2399,1490,2233,2487,454,474,2612,2312
12,75,1561,2398,1166,2495,2486,686,1744,2578,219
12,34,1474,532,1794,2462,2532,1077,855,1163,1396
12,87,558,307,2430,2283,2474,1219,906,377,62
12,35,343,710,2269,2461,2531,372,391,1840,464
12,36,1993,1257,1669,1833,2530,1988,2510,1842,847
12,37,1219,1256,1668,1702,2520,1407,767,1973,686
12,38,1626,1255,1493,1816,2519,2437,2508,2154,927
12,39,342,2406,1170,2504,2518,374,393,2634,2245
12,40,332,2405,1169,2503,2517,340,340,2633,2316
12,76,562,2397,1666,2494,2485,588,558,2577,2310
12,77,561,2396,1665,2493,2484,587,557,2576,2309
12,78,959,2395,1664,2232,2483,525,523,2436,2308
12,79,1056,2394,1663,2492,2482,1075,1764,2386,2307
12,80,2094,2393,1662,2491,2481,665,678,2359,2164
12,81,2580,2392,1661,2400,2480,1698,1160,2530,2163
12,82,2579,2373,1660,2399,2479,1697,1159,2487,2193
12,83,560,2372,1659,2398,2478,682,674,2486,2199
