i,j,order_LDC,order_Jaccard,order_LKS,order_CI_e_av_skin,order_CI_e_mul_skin,order_CI_e_av_body,order_CI_e_mul_body,order_LLBCe,order_LLBMEe1
6,16,608,606,487,188,188,442,500,606,574
6,18,260,602,486,598,441,488,438,597,564
6,20,487,597,485,597,598,62,62,602,570
6,21,544,591,484,365,365,332,332,591,557
6,22,428,584,483,233,233,178,178,584,550
7,89,607,510,481,101,101,165,165,330,596
7,93,562,507,574,216,216,68,68,327,412
7,94,504,503,573,595,596,198,198,323,402
7,72,202,101,576,596,597,112,112,166,89
7,95,447,188,572,187,187,30,29,96,109
7,55,375,512,577,337,337,477,608,332,488
7,96,329,498,571,425,425,409,494,318,397
7,80,259,85,575,362,362,250,250,97,110
7,97,46,492,570,453,452,607,607,312,391
7,19,147,513,482,261,261,547,444,333,486
8,57,543,129,480,240,240,606,458,200,165
8,39,606,84,569,241,241,354,354,114,101
8,82,503,190,479,388,388,605,606,140,119
8,11,146,521,120,594,595,422,411,341,590
8,12,258,515,119,593,593,305,305,335,582
9,70,201,404,477,182,182,289,289,395,428
9,83,486,403,568,46,46,465,459,386,430
9,14,91,229,478,408,592,546,605,396,224
9,104,271,228,562,592,419,314,315,393,223
9,105,155,168,561,111,111,155,155,172,187
9,102,328,83,563,440,471,237,237,183,152
9,98,385,225,564,229,229,207,207,388,221
9,85,605,401,567,476,395,437,436,394,589
9,87,542,398,566,396,591,387,389,374,425
9,88,446,394,565,14,14,604,604,379,417
10,36,145,128,476,465,466,304,304,118,103
10,57,200,82,383,395,394,144,144,196,135
10,37,604,434,560,201,201,93,93,120,506
10,67,561,428,559,288,288,411,475,123,504
10,45,317,433,475,325,325,603,603,149,508
10,68,502,424,558,475,472,480,523,150,470
10,46,257,431,474,247,247,177,177,148,588
11,106,541,158,556,428,429,287,287,39,33
11,64,603,159,557,346,346,56,56,41,88
11,107,501,127,555,102,102,137,137,40,35
11,12,90,514,63,224,224,339,338,334,581
12,37,144,80,473,333,333,145,145,119,104
12,82,5,189,382,518,590,100,100,138,128
12,32,374,81,554,167,167,392,392,115,100
12,85,540,79,472,105,105,21,21,66,34
12,81,602,126,553,303,303,602,522,137,129
13,67,485,77,471,132,132,203,204,10,30
13,15,89,608,381,302,302,151,151,608,577
13,16,143,605,380,222,222,288,288,605,573
13,103,601,76,551,436,589,382,382,13,7
13,18,316,601,379,36,36,22,22,596,563
13,20,256,596,378,591,415,343,343,601,569
13,21,427,590,377,69,69,601,516,590,556
13,35,539,78,552,88,88,446,446,17,16
13,22,373,583,376,324,324,600,602,583,549
14,70,39,235,375,40,40,599,536,409,226
14,38,255,75,550,204,204,69,69,27,22
14,104,327,379,468,83,83,457,499,403,376
14,84,600,389,549,375,376,140,140,408,419
14,105,213,167,467,244,244,298,298,171,185
14,98,500,386,469,589,506,260,260,390,576
14,100,384,383,547,588,588,424,425,366,384
14,86,560,388,548,109,109,185,185,406,421
14,87,426,227,470,590,418,217,217,373,227
15,73,599,74,546,517,469,450,601,36,62
15,16,38,604,284,47,48,80,80,604,572
15,106,212,147,465,112,112,211,211,109,181
15,18,484,600,283,419,408,104,104,595,562
15,86,445,73,466,146,146,361,361,99,111
15,20,372,595,282,210,210,306,306,600,568
15,21,315,589,281,341,341,418,419,589,555
15,22,254,582,280,75,75,522,477,582,548
16,26,88,72,545,587,496,40,40,16,15
16,95,371,71,463,586,587,117,117,90,75
16,84,538,118,464,76,76,186,186,101,113
16,18,425,599,188,329,329,341,340,594,561
16,20,314,594,187,344,344,474,600,599,567
16,21,253,588,186,429,465,515,465,588,554
16,22,199,581,185,264,264,381,381,581,547
17,91,598,70,544,585,586,384,384,33,95
17,95,252,310,461,306,306,63,63,284,310
17,110,383,321,542,447,484,598,599,302,566
17,104,559,69,460,108,108,545,470,177,156
17,99,499,323,543,345,345,103,103,304,380
17,111,326,318,541,500,430,475,598,299,349
17,107,444,301,459,269,269,268,268,295,329
17,80,198,324,462,203,203,173,173,305,378
17,112,154,259,540,62,62,355,355,278,280
18,55,197,68,458,113,113,55,55,104,178
18,114,558,66,538,499,584,234,234,12,6
18,79,597,67,539,192,192,153,153,21,37
18,20,87,593,118,59,59,597,597,593,560
18,21,142,587,117,130,130,371,371,587,553
18,22,37,580,116,442,585,432,535,580,546
19,89,537,509,373,434,432,96,96,329,487
19,93,483,506,457,122,122,296,296,326,411
19,94,443,502,456,82,82,459,596,322,401
19,66,596,64,536,584,583,146,146,7,27
19,55,86,511,374,464,468,347,345,331,559
19,41,313,65,537,150,150,596,400,15,13
19,96,270,497,455,38,38,225,225,317,396
19,97,382,491,454,284,284,64,64,311,390
20,98,557,62,372,35,35,595,451,98,114
20,44,595,63,535,583,582,400,401,2,9
20,21,196,586,62,250,251,182,182,586,552
20,22,141,579,61,119,119,255,255,579,545
21,84,370,117,371,463,580,462,595,100,112
21,106,482,146,370,291,291,72,72,108,180
21,22,85,578,24,582,581,138,138,578,544
22,94,594,115,369,581,480,20,20,106,174
22,105,498,61,367,349,349,70,70,34,63
22,96,556,116,368,15,15,472,414,105,176
23,24,593,185,534,8,8,594,594,86,79
23,25,312,286,533,133,133,18,18,478,537
23,26,140,277,532,469,426,402,396,488,268
23,27,195,97,531,1,1,61,61,186,143
23,28,4,275,530,25,25,2,2,501,274
23,29,369,283,529,257,257,164,164,500,539
23,30,481,289,528,55,55,535,478,462,254
23,31,424,288,453,449,579,476,515,495,543
23,32,84,184,452,293,293,240,240,84,78
23,33,536,183,527,311,311,346,346,85,81
23,34,269,280,526,580,482,215,215,498,535
23,35,45,267,451,579,578,109,109,483,258
24,36,3,253,448,168,168,16,16,456,247
24,37,535,125,447,51,51,386,593,212,124
24,38,194,60,446,110,110,259,259,5,3
24,39,251,461,445,10,10,593,448,431,542
24,40,480,458,525,126,126,455,417,424,523
24,41,139,59,444,488,576,39,39,57,50
24,32,36,464,450,460,577,5,5,444,528
24,33,311,463,449,578,479,229,230,457,530
24,42,423,247,443,256,256,163,163,451,232
24,43,368,252,524,338,338,349,349,454,249
24,44,99,454,442,355,355,95,95,430,519
25,52,2,57,523,223,223,4,4,80,52
25,53,479,371,522,397,398,130,130,477,337
25,54,211,368,521,28,28,500,413,468,302
25,29,592,374,441,422,422,81,81,473,541
25,55,35,56,364,165,165,204,203,46,14
25,41,83,58,365,287,287,399,464,20,26
25,30,250,285,440,577,575,592,592,465,253
25,31,367,284,439,43,43,41,41,476,538
25,56,153,55,520,502,574,308,308,184,144
25,34,555,373,438,106,106,272,272,475,534
25,35,422,266,366,474,436,518,534,474,263
26,69,554,54,519,77,77,78,79,158,133
26,28,34,273,437,48,49,143,143,484,272
26,53,421,269,436,415,573,458,591,485,271
26,54,591,270,435,297,297,195,195,469,273
26,30,193,278,363,576,450,251,251,461,257
26,31,310,276,362,115,115,10,10,486,269
26,34,478,274,361,246,246,591,491,487,270
26,35,366,263,360,335,335,327,327,482,260
26,76,268,53,518,86,86,590,533,72,60
27,69,534,416,432,384,384,589,590,229,540
27,28,309,98,434,118,118,286,286,187,142
27,38,138,419,359,575,572,436,434,238,482
27,74,590,413,431,487,571,166,166,247,465
27,75,497,409,517,252,252,521,469,239,458
27,77,442,208,516,29,29,406,405,253,205
27,78,267,207,515,405,404,502,545,252,207
27,56,365,418,433,343,343,239,239,243,484
27,79,98,206,430,574,570,114,114,251,202
28,53,364,312,356,67,67,13,13,490,277
28,54,420,311,355,513,568,438,589,467,278
28,29,192,314,358,232,232,219,219,499,276
28,30,137,272,357,140,140,179,179,458,250
28,60,477,52,514,340,339,514,493,76,54
28,80,82,145,354,280,280,588,588,24,10
28,34,249,313,279,180,180,35,35,497,275
28,35,589,262,278,573,569,73,73,480,259
28,81,533,51,429,441,453,380,380,73,59
29,59,419,50,353,54,54,373,373,77,53
29,53,308,370,276,170,170,265,265,492,336
29,54,476,367,275,120,120,587,532,466,301
29,101,97,48,512,322,322,338,339,75,58
29,30,33,282,277,90,90,487,439,460,251
29,92,532,49,513,571,567,25,25,188,145
29,31,248,281,184,572,499,544,587,494,536
29,34,136,372,183,456,487,124,123,496,533
30,48,588,47,511,374,374,83,83,71,77
30,54,363,271,180,9,9,9,9,463,252
30,109,553,45,510,184,184,405,586,19,25
30,31,81,287,182,304,304,129,129,464,255
30,78,441,46,428,446,495,294,294,191,148
30,35,307,265,181,259,259,38,38,459,256
31,53,135,268,179,282,282,586,431,489,335
31,105,552,43,352,161,161,430,498,18,18
31,34,32,279,115,347,347,76,76,493,532
31,35,191,264,114,70,70,175,174,479,264
31,65,587,44,427,570,456,249,249,79,56
32,48,531,244,425,228,228,329,329,441,239
32,39,190,460,350,351,351,503,585,433,529
32,40,306,457,426,569,464,359,359,422,522
32,78,152,42,347,568,566,66,66,6,11
32,33,247,462,351,33,33,543,472,443,531
32,42,475,245,349,18,18,295,295,442,234
32,44,418,453,348,95,95,585,521,426,518
32,51,586,243,509,175,175,176,176,436,238
33,36,31,251,346,195,195,464,422,455,244
33,48,417,246,344,99,99,417,584,446,243
33,39,134,459,274,410,409,86,86,434,527
33,40,189,456,345,164,163,202,202,423,521
33,61,80,41,508,155,155,584,544,131,76
33,64,474,40,423,566,564,132,132,130,46
33,43,585,250,424,567,565,28,28,453,245
33,44,362,452,273,236,236,278,278,428,517
34,53,79,369,113,565,563,363,363,491,334
34,54,188,366,112,71,71,330,330,472,300
34,64,361,157,343,138,138,534,583,82,32
34,79,416,38,342,416,413,497,543,189,146
34,44,530,39,272,290,290,158,158,83,80
35,53,246,261,60,96,96,389,387,481,262
35,54,133,260,59,421,478,253,253,470,261
35,104,496,37,340,152,152,583,582,11,19
35,80,30,144,341,89,89,8,8,23,12
36,48,305,446,268,42,42,283,283,448,526
36,37,78,154,271,243,243,582,462,214,125
36,40,584,249,270,220,220,154,154,421,248
36,42,187,449,269,348,348,115,115,450,510
36,43,529,448,339,5,5,410,581,452,512
36,49,360,164,507,276,276,184,184,55,73
36,50,473,443,506,427,427,542,580,410,499
36,51,415,439,422,473,562,60,60,440,494
37,48,472,153,267,564,560,192,192,213,126
37,67,414,427,336,177,177,326,326,124,503
37,45,359,432,338,438,561,448,385,121,525
37,68,266,423,420,124,124,276,276,113,469
37,46,186,430,337,281,281,48,48,122,507
37,49,304,155,421,486,460,528,531,56,72
38,69,358,415,334,181,181,148,148,227,483
38,72,77,200,419,404,403,376,376,235,194
38,74,528,412,333,563,559,541,579,237,464
38,91,471,182,417,478,558,479,468,221,267
38,75,413,408,418,53,53,193,193,233,457
38,92,325,199,416,366,366,581,578,236,197
38,56,583,417,335,317,317,102,102,232,524
39,52,303,36,414,481,475,131,131,112,65
39,66,527,35,413,200,200,24,24,111,66
39,40,76,455,266,279,279,257,257,418,520
39,42,29,242,178,191,191,461,542,435,233
39,50,412,240,415,562,557,194,194,417,236
39,44,470,451,177,142,142,313,312,425,516
39,51,357,241,332,432,448,434,428,432,235
40,103,526,34,412,561,483,580,576,133,136
40,43,132,248,265,468,556,299,299,420,246
40,50,356,239,331,194,194,429,487,415,242
40,44,245,450,176,64,64,527,577,419,515
40,112,440,33,411,401,389,54,54,48,42
41,70,582,32,329,426,555,484,575,60,171
41,73,525,214,410,381,381,526,514,30,265
41,109,439,292,409,560,454,334,334,53,514
41,105,469,294,264,211,211,111,111,59,360
41,114,381,165,408,121,121,75,75,207,83
41,49,244,295,330,176,176,247,247,58,358
41,81,185,166,328,125,125,162,162,208,84
42,48,355,445,174,315,315,267,267,445,511
42,64,243,31,261,558,554,27,27,129,47
42,113,581,124,505,557,498,578,497,134,139
42,43,75,447,175,559,474,208,208,449,513
42,50,131,442,263,209,209,335,335,414,498
42,51,302,438,262,66,66,579,574,438,493
43,48,184,444,111,448,434,439,409,447,509
43,67,301,30,260,199,199,136,136,125,123
43,108,438,114,504,278,278,577,471,136,138
43,113,495,123,407,21,21,77,77,135,137
43,50,28,441,173,80,80,485,437,411,497
43,51,242,437,172,308,307,533,513,439,492
44,48,74,238,110,489,486,470,482,427,241
44,50,300,237,109,467,463,46,46,416,240
44,51,183,236,108,206,206,377,377,429,237
45,67,241,426,258,480,447,84,84,153,502
45,74,411,29,257,219,219,242,242,3,5
45,68,468,422,327,298,298,188,188,156,468
45,46,130,429,259,104,104,401,541,154,505
45,63,524,152,406,193,193,333,333,157,167
45,88,210,28,405,556,477,134,134,68,71
46,67,73,425,171,443,553,576,435,152,501
46,68,580,421,256,215,214,127,127,155,467
46,98,467,150,255,143,143,82,82,69,68
46,113,437,106,324,501,552,218,218,126,120
46,114,324,107,323,353,353,496,573,127,121
46,107,551,27,325,172,172,575,503,43,29
46,86,354,151,326,466,457,280,280,70,69
47,52,129,364,322,555,551,273,273,577,478
47,58,523,363,503,368,368,574,440,576,480
47,59,240,361,321,554,550,258,258,574,500
47,66,323,332,318,551,547,427,571,545,292
47,60,353,358,404,320,320,403,402,571,476
47,62,579,350,502,553,549,520,467,567,333
47,63,466,345,320,552,548,309,309,556,305
47,65,436,339,319,141,141,505,572,552,299
48,50,239,440,58,163,164,573,520,412,496
48,51,128,436,57,249,249,499,443,437,491
49,109,522,291,317,398,414,139,139,102,359
49,105,410,293,253,550,546,572,457,87,495
49,111,578,26,403,549,545,415,412,193,172
49,50,182,163,254,137,137,367,367,54,85
49,112,494,177,316,231,231,498,570,192,173
50,110,577,24,401,258,258,149,149,49,40
50,62,521,25,402,383,383,224,224,110,64
50,51,72,435,23,336,336,108,108,413,490
51,99,465,23,400,116,116,223,223,47,41
51,114,520,22,252,548,431,315,314,132,140
52,57,238,354,251,147,147,301,301,563,324
52,58,576,362,399,547,544,388,388,575,489
52,59,71,360,250,546,543,419,569,573,479
52,60,519,357,315,26,26,486,450,570,475
52,61,27,113,398,331,331,53,53,145,116
52,62,464,349,314,100,100,571,426,566,332
52,63,409,343,249,376,375,205,205,558,307
52,64,181,141,248,134,134,331,331,195,132
52,65,352,336,247,314,314,570,504,551,296
53,58,180,21,313,24,24,214,214,78,57
53,90,518,20,501,207,207,45,45,159,51
53,54,26,365,22,485,420,90,90,471,303
53,108,575,19,397,498,461,517,568,74,61
54,74,299,105,246,248,248,29,30,185,141
54,77,517,104,396,545,494,147,147,190,147
54,64,70,156,170,174,174,463,461,81,31
55,89,463,508,245,226,226,307,307,328,485
55,93,127,505,311,544,542,569,479,325,410
55,94,298,501,244,358,358,540,512,321,400
55,90,574,142,395,274,274,412,410,168,93
55,77,408,143,312,439,442,98,98,163,90
55,96,516,496,243,292,292,142,142,316,395
55,97,265,490,310,27,27,243,243,310,389
56,69,297,414,242,543,467,483,474,226,481
56,90,462,197,308,413,412,372,372,245,201
56,74,237,411,241,72,72,416,416,244,463
56,75,126,407,309,458,541,568,517,234,456
56,106,407,18,239,136,136,161,161,35,55
56,79,515,198,240,394,393,567,567,246,203
57,58,25,353,238,508,534,468,566,562,323
57,59,125,352,169,392,540,230,229,561,322
57,66,461,328,235,509,535,344,344,544,288
57,60,69,351,237,542,539,262,262,560,321
57,62,406,346,236,510,537,119,119,559,325
57,63,351,341,168,84,84,532,540,554,309
57,65,296,335,167,268,268,379,379,550,295
58,83,68,17,394,186,186,65,65,1,1
58,59,460,359,166,512,538,290,290,572,477
58,101,380,122,393,371,371,539,525,143,118
58,66,405,331,234,129,129,364,364,541,291
58,60,124,356,165,73,73,32,32,569,474
58,62,295,348,164,511,536,318,318,565,331
58,65,236,338,107,330,330,431,429,548,298
59,66,294,330,162,312,312,566,418,540,290
59,60,24,355,106,380,380,317,316,568,473
59,62,350,347,105,169,169,181,181,564,330
59,63,179,342,163,507,533,116,116,557,306
60,68,404,194,161,418,417,360,360,220,170
60,66,235,329,103,255,255,91,91,543,289
60,82,573,16,233,318,318,212,212,141,99
60,63,293,344,104,506,532,565,565,555,308
60,65,178,337,56,470,531,168,168,547,294
61,101,572,571,306,540,529,394,395,531,434
61,108,514,562,304,356,356,244,244,527,371
61,103,459,567,305,234,234,107,107,522,366
61,82,349,574,231,455,445,493,447,534,472
61,62,234,112,307,158,158,443,564,144,115
61,113,403,556,230,299,299,285,285,516,356
61,114,292,549,229,178,178,135,135,509,345
61,76,177,577,392,541,530,199,199,537,436
61,81,123,576,232,98,98,342,342,536,438
62,66,176,327,52,539,528,293,293,542,287
62,63,23,340,55,328,328,478,502,553,304
62,64,122,140,54,225,225,368,368,194,131
62,65,67,334,53,363,363,57,57,549,297
63,68,233,193,102,400,401,71,71,218,168
63,66,66,326,21,11,11,269,269,539,286
63,65,121,333,51,272,272,396,397,546,293
64,93,22,217,228,516,462,174,175,62,213
64,94,402,216,227,289,289,256,256,61,211
64,106,291,212,225,237,237,564,511,42,471
64,97,550,215,226,144,144,97,97,63,212
65,101,513,121,224,433,433,302,302,142,117
65,66,21,325,20,56,56,456,530,538,285
66,68,120,192,101,364,364,563,486,219,169
67,68,175,420,100,538,527,525,563,151,466
67,102,512,13,391,323,323,447,562,45,36
67,85,348,14,302,128,128,169,169,67,70
67,76,119,15,303,251,250,47,47,128,122
68,94,347,12,223,135,135,385,386,8,28
69,70,401,11,222,254,254,378,378,28,21
69,71,118,202,500,459,526,538,510,231,199
69,72,232,201,301,202,202,275,275,230,198
69,73,458,179,300,270,270,321,321,210,183
69,74,174,410,160,437,476,197,197,228,462
69,75,65,406,221,537,525,425,423,225,455
70,83,346,402,299,13,13,254,254,384,461
70,84,117,234,220,536,493,221,220,407,229
70,85,290,400,219,387,387,345,347,398,429
70,86,64,233,218,420,405,160,160,405,231
70,87,231,397,298,535,402,118,118,376,424
70,88,549,393,297,504,437,524,490,382,416
71,89,289,102,213,534,492,454,454,164,87
71,90,400,475,212,378,378,562,561,259,408
71,72,20,485,390,273,273,58,58,274,450
71,73,345,162,296,230,230,238,238,209,175
71,74,63,203,217,17,17,110,110,248,200
71,91,264,180,295,533,473,292,292,224,192
71,77,571,484,216,386,386,222,222,273,452
71,92,209,470,294,214,215,189,189,264,444
71,78,511,482,215,179,179,421,420,271,460
71,79,457,479,214,342,342,350,350,268,448
72,90,344,474,156,12,12,467,560,258,407
72,91,510,181,211,367,367,560,529,223,193
72,77,116,483,159,497,524,561,484,272,459
72,92,456,469,210,173,173,227,227,263,443
72,78,570,481,158,310,310,357,357,270,451
72,97,435,100,155,354,354,180,180,165,91
72,79,288,478,157,462,459,428,427,267,447
73,89,230,103,153,307,308,369,370,160,82
73,83,287,10,209,457,488,183,183,32,97
73,75,173,178,154,239,239,300,300,211,182
73,109,399,213,208,477,523,559,456,31,134
74,75,19,405,152,157,157,50,50,240,454
74,77,343,205,151,139,139,366,366,250,206
74,78,115,204,150,496,440,558,453,249,204
75,90,286,196,149,332,332,157,157,242,195
75,91,229,175,207,295,295,232,232,222,266
75,92,569,195,148,266,266,123,124,241,196
75,98,342,9,146,350,350,451,559,26,20
75,96,455,99,147,532,455,353,353,161,86
76,101,493,570,144,103,103,152,152,530,433
76,108,398,561,204,531,522,362,362,526,370
76,103,228,566,205,382,382,19,19,521,365
76,82,62,573,145,294,294,277,277,533,437
76,106,568,8,143,185,185,481,558,14,8
76,113,341,555,142,435,439,513,455,515,355
76,114,454,548,141,156,156,414,408,504,340
76,81,18,575,206,52,52,88,88,535,453
77,90,172,473,97,369,369,274,274,257,406
77,92,285,468,96,352,352,519,519,262,442
77,78,61,480,99,300,300,471,557,269,449
77,79,227,477,98,360,360,441,441,266,446
78,90,226,472,94,148,148,210,210,256,405
78,92,397,467,50,37,37,150,150,261,441
78,79,340,476,95,286,286,390,390,265,445
79,90,60,471,49,530,521,235,235,255,404
79,92,171,466,48,379,379,282,282,260,440
80,110,509,320,291,58,58,79,78,301,379
80,92,114,7,203,529,520,324,324,25,48
80,102,453,306,292,515,519,133,133,291,317
80,99,567,322,293,221,221,423,421,303,439
80,111,434,317,290,117,117,557,509,298,348
80,107,339,300,202,479,458,42,42,294,328
80,112,322,258,201,159,159,452,445,280,284
81,101,59,569,92,528,518,44,44,529,432
81,108,338,560,139,313,313,14,14,525,369
81,103,396,565,140,32,32,245,245,520,364
81,82,452,572,93,472,470,512,556,532,435
81,113,284,554,91,361,361,126,126,514,354
81,114,225,547,90,235,235,460,463,508,344
82,101,17,568,89,22,22,252,252,528,431
82,108,224,559,87,7,7,67,67,524,368
82,103,283,564,88,197,197,141,141,519,362
82,113,170,553,47,265,265,397,398,513,353
82,114,113,546,46,78,78,3,3,507,343
83,84,169,224,138,153,153,297,297,387,220
83,98,223,223,136,85,85,15,15,385,219
83,99,395,136,198,526,517,365,365,180,158
83,100,566,222,389,406,421,351,351,369,216
83,85,16,399,137,527,444,556,555,383,427
83,87,112,396,200,377,377,531,554,371,423
83,88,508,392,199,407,396,433,432,377,415
84,104,394,378,197,402,407,246,246,402,375
84,92,58,6,85,198,198,393,393,22,17
84,98,15,385,84,283,283,337,337,392,420
84,100,451,382,289,524,399,511,496,363,383
84,85,222,232,86,30,30,555,528,400,230
84,86,282,387,135,525,435,105,105,404,426
85,104,450,230,132,412,516,228,228,397,222
85,111,393,5,196,431,481,316,317,176,153
85,86,111,231,83,74,74,491,489,399,228
85,87,57,395,134,359,359,263,263,375,422
85,88,168,391,133,393,410,89,89,380,414
86,104,221,377,80,327,327,408,407,401,374
86,98,167,384,81,505,515,530,539,391,418
86,100,507,381,195,454,490,554,553,362,382
86,88,392,220,82,183,183,248,248,378,218
87,110,449,4,194,23,23,404,404,179,157
87,104,166,226,45,492,513,340,341,372,225
87,100,337,221,131,385,385,482,481,367,215
87,112,565,3,130,91,91,553,508,178,154
87,88,281,390,79,461,514,284,284,370,413
88,109,336,161,129,319,319,489,507,174,186
88,98,56,219,44,503,507,375,375,381,217
88,100,110,218,78,94,94,320,320,368,214
89,93,165,504,128,6,6,523,538,324,409
89,94,55,500,77,196,196,43,43,320,399
89,95,14,187,193,242,242,201,201,91,108
89,96,391,495,76,399,397,552,552,315,394
89,97,335,489,75,523,512,270,270,309,388
90,92,13,465,43,444,438,495,480,254,403
90,96,109,111,42,495,485,303,303,167,92
91,93,390,2,127,326,326,336,336,162,94
91,105,334,1,74,430,428,510,551,29,127
93,94,220,499,73,16,16,113,113,319,398
93,96,54,494,41,305,305,264,264,314,393
93,106,333,211,39,484,511,12,12,215,208
93,107,280,110,126,389,400,440,550,94,107
93,97,506,488,40,57,57,490,430,308,387
94,95,108,186,125,61,61,551,460,95,105
94,96,12,493,38,483,510,87,87,313,392
94,97,164,487,19,411,416,319,319,307,386
95,110,279,308,123,213,213,509,527,286,313
95,102,564,302,192,494,443,348,348,282,314
95,99,53,309,124,45,45,466,549,283,315
95,111,505,307,122,357,357,291,291,285,312
95,107,163,297,72,123,123,374,374,281,311
95,112,389,256,71,482,509,159,159,279,281
96,106,162,209,37,114,114,37,37,217,210
96,97,219,486,18,253,253,508,518,306,385
97,106,107,210,17,514,508,420,473,216,209
98,104,106,376,35,493,505,167,167,389,373
98,100,278,380,36,2,2,231,231,365,381
99,110,332,319,69,372,372,49,49,300,377
99,102,105,305,121,81,81,550,506,287,320
99,100,161,137,70,334,334,171,171,181,155
99,111,218,316,68,452,449,529,488,297,347
99,112,277,257,67,522,504,311,311,276,282
100,104,52,375,16,491,503,125,125,364,372
100,109,217,160,65,171,171,266,266,175,184
100,102,11,138,66,20,20,51,51,182,149
101,108,276,558,33,44,44,122,122,523,367
101,103,331,563,34,151,151,187,187,518,363
101,113,216,552,32,227,227,445,548,512,352
101,114,160,545,15,285,285,549,492,506,342
102,110,51,304,30,166,166,271,271,290,319
102,109,159,139,31,245,245,507,391,173,160
102,111,275,303,29,217,217,26,26,289,318
102,107,388,296,64,50,50,391,449,288,316
102,112,215,255,28,127,127,99,99,277,283
103,110,104,135,27,521,446,494,452,51,45
103,108,10,557,14,93,93,444,505,517,361
103,113,50,551,13,162,162,312,313,511,351
103,111,158,120,26,309,309,59,59,52,43
103,114,1,544,12,65,65,7,7,505,341
105,109,274,290,25,520,502,213,213,170,357
105,112,103,176,11,301,301,398,399,169,159
106,111,49,173,9,149,149,121,121,92,98
106,107,9,174,10,339,340,506,403,93,106
107,110,214,299,8,490,501,17,17,293,327
107,111,102,298,7,68,68,92,92,292,326
107,112,48,254,6,519,500,200,200,275,279
108,110,157,134,5,145,145,323,323,50,44
108,113,101,550,4,205,205,172,172,510,350
108,114,47,543,3,451,491,190,190,503,339
110,111,8,315,2,97,97,206,206,296,346
113,114,7,542,1,87,87,34,34,502,338
