i,j,LDC,Jaccard,LKS,CI_e_av_skin,CI_e_mul_skin,CI_e_av_body,CI_e_mul_body,LLBCe,LLBMEe1
2,12,132,0.35294117647058826,64,5455.0,29755000,11312.0,127440060,0.03098169191919192,-452.64923870140643
2,47,110,0.05,64,5130.5,26243910,9250.5,83777490,0.041421254184412074,-586.3545168715488
3,57,121,0.1,64,5705.0,32406400,9865.0,96535000,0.021808292775112,-336.8276219204046
3,4,121,0.375,64,5515.0,30096000,10880.0,118357500,0.039738756613756615,-466.3339776814731
3,59,121,0.15789473684210525,64,5865.0,34352000,10085.0,101265000,0.027316040035338284,-375.6635605676235
3,5,121,0.4666666666666667,64,6185.0,38243200,10590.0,112122500,0.01401656314699793,-133.27738207805308
3,8,110,0.5,64,5447.5,29275200,10068.5,100910250,0.024267399267399268,-188.21215489908758
3,31,121,0.0,64,5740.0,32832000,10880.0,118357500,0.09534725736024437,-2042.262934201987
3,11,110,0.4,64,5650.0,31737600,10334.0,106618500,0.04285714285714286,-408.3910725250188
3,12,132,0.35294117647058826,64,5790.0,33440000,11392.0,129365500,0.03957020308123249,-553.8863181206289
3,47,110,0.10526315789473684,64,5465.5,29494080,9330.5,85043250,0.023129648129648128,-291.6174827399421
4,70,121,0.0,64,5395.0,28908000,11010.0,121220100,0.08728843907415337,-2003.44911884946
4,5,121,0.375,64,5620.0,31135500,10720.0,114834300,0.042135989010989014,-483.56400393965396
4,74,121,0.0,64,5335.0,28314000,10870.0,118137300,0.1325998075998076,-3058.768783945909
4,8,110,0.5,64,4882.5,23834250,10198.5,103350870,0.031746031746031744,-272.0415358306468
4,82,132,0.09523809523809523,64,5599.0,30927600,11357.0,128861040,0.058959545745260036,-1269.1575115170358
4,42,121,0.0,64,5330.0,28264500,10915.0,119128200,0.060243950656479306,-1333.961735547229
4,11,110,0.4,64,5085.0,25839000,10464.0,109197180,0.03767195767195766,-400.6345318219562
4,12,132,0.4375,64,5225.0,27225000,11522.0,132494340,0.02747023809523809,-378.754366810846
5,59,121,0.1,64,5970.0,35538500,9925.0,98250600,0.028368443151051848,-420.04061279092724
5,8,110,0.4,64,5552.5,30286350,9908.5,97906410,0.020573870573870574,-180.15346192341764
5,63,121,0.1,64,6055.0,36607800,9940.0,98563500,0.027172128500789827,-399.294236937329
5,10,99,0.05263157894736842,64,5469.0,29235920,9419.0,87695440,0.02947356817970853,-407.5907271368177
5,11,110,0.4,64,5755.0,32833800,10174.0,103444740,0.047902494331065755,-444.56396250512796
5,12,132,0.35294117647058826,64,5895.0,34595000,11232.0,125514620,0.03828480547230547,-526.5758324726386
5,65,121,0.047619047619047616,64,5845.0,33966000,10150.0,102944100,0.030853616133119245,-516.4195119875357
6,89,110,0.0,64,5813.0,33779520,9879.5,97427700,0.039005273826702394,-631.316894685742
6,13,110,0.5,64,5488.0,30070620,10139.5,102346380,0.03772893772893773,-292.0253747750313
6,15,110,0.5,64,5563.0,30926520,9834.5,96576390,0.02624683009298394,-190.39991592947155
6,16,110,0.5,64,5413.0,29214720,9829.5,96481800,0.0267047055508594,-195.39137453522645
6,18,110,0.5,64,5593.0,31268880,10039.5,100454580,0.028617216117216116,-220.77218526597525
6,20,100,0.5384615384615384,64,5535.0,30606984,9423.0,88791633,0.038461538461538464,-225.71969259822566
6,21,100,0.5384615384615384,64,5580.0,31120524,9373.5,87855192,0.024211045364891517,-129.46468276573844
6,22,110,0.5,64,6088.0,36917820,10039.5,100454580,0.021672771672771676,-158.6440596828096
7,89,121,0.4666666666666667,64,5680.0,32204800,10320.0,106502000,0.028253968253968254,-280.58894211905346
7,93,121,0.375,64,5925.0,34870400,10630.0,112912800,0.02107638888888889,-232.52714473199535
7,94,121,0.4666666666666667,64,5595.0,31280000,10625.0,112809400,0.03107709750566894,-313.29053215534856
7,72,121,0.047619047619047616,64,5615.0,31497600,10025.0,100401400,0.04583802440945299,-841.3829062955907
7,95,121,0.1,64,5475.0,29974400,10385.0,107846200,0.039367036472299624,-737.7114703728483
7,55,121,0.375,64,5460.0,29811200,10285.0,105778200,0.035702457264957264,-406.1930860853913
7,96,121,0.375,64,5655.0,31932800,10340.0,106915600,0.02986607142857143,-324.41606242553377
7,80,121,0.0,64,5235.0,27363200,10675.0,113843400,0.057747459370835995,-1348.331610116069
7,97,110,0.5,64,5564.0,30942720,9962.5,99108900,0.022527472527472527,-171.11260835885693
7,19,110,0.4,64,5433.5,29522880,10088.5,101714580,0.03763954299668585,-370.8849356365737
8,57,110,0.05,64,5072.5,25663950,9183.5,84295260,0.02917475799054746,-412.9516701837952
8,39,110,0.0,64,5327.5,28119600,10013.5,99877680,0.05773820755963614,-1031.5909592383098
8,82,120,0.1,64,5531.5,30084120,10545.5,109865448,0.0485532888164467,-812.1674783111231
8,11,100,0.42857142857142855,64,5017.5,25134300,9652.5,93100266,0.03962148962148962,-310.12046291707907
8,12,120,0.4666666666666667,64,5157.5,26482500,10710.5,112963158,0.02939153439153439,-307.1277966157638
9,70,121,0.29411764705882354,64,5850.0,34222400,10730.0,115054500,0.028378310823163774,-372.20339549637606
9,83,121,0.29411764705882354,64,5935.0,35218600,10625.0,112860000,0.03065818474825827,-396.19321627397306
9,14,121,0.29411764705882354,64,5720.0,32698800,10135.0,102619000,0.022112487186016595,-274.26414018486463
9,104,110,0.23529411764705882,64,5387.0,28796040,9648.5,92451150,0.02584452924526454,-296.50349179947136
9,105,99,0.05263157894736842,64,4986.0,24096320,9637.0,92210800,0.052476024625147444,-816.1751739777974
9,102,121,0.0,64,5820.0,33870800,10530.0,110874500,0.032696758508446826,-688.4272071263381
9,98,121,0.2222222222222222,64,6045.0,36507800,10680.0,114009500,0.02902815684678431,-409.7361449310231
9,85,121,0.29411764705882354,64,5770.0,33284800,10630.0,112964500,0.023108702980026513,-298.9172004804645
9,87,110,0.4,64,5792.0,33542640,9752.0,94614300,0.02089002267573696,-184.3378828698271
9,88,110,0.3125,64,5850.5,34228260,9788.0,95366700,0.024584732397232398,-242.88239355364337
10,36,108,0.05,64,5376.5,28376040,9616.0,91008192,0.04912385129490392,-808.1067262345609
10,57,99,0.0,64,4989.0,24773840,8694.0,75503840,0.04420344640739377,-618.986292327521
10,37,90,0.35714285714285715,64,4898.0,23927904,9032.5,81196056,0.03719256933542648,-296.4121209341707
10,67,90,0.26666666666666666,64,4272.5,18113256,9046.0,81423072,0.06511715797430083,-633.296952834998
10,45,81,0.2857142857142857,64,4656.0,21678272,8616.0,74192192,0.035073260073260074,-270.6658977842801
10,68,81,0.2857142857142857,64,4728.0,22347584,8540.0,72914176,0.037019848283584546,-281.9107379970755
10,46,99,0.25,64,4659.0,21706160,9609.0,90890480,0.052666742979242974,-626.8752700405571
11,106,110,0.10526315789473684,64,4765.0,22498200,10464.0,109197180,0.08410029703889353,-1542.4538842158993
11,64,110,0.05,64,4635.0,21141000,10224.0,104436540,0.07217019822282979,-1512.7572849595424
11,107,110,0.05,64,5305.0,28135800,10414.0,108205380,0.09189536340852131,-1660.2835075960418
11,12,120,0.375,64,5360.0,28710000,10976.0,119353212,0.04376157407407407,-555.4174415554598
12,37,120,0.0,64,5324.0,28314000,10845.5,116212338,0.04584093844502553,-1095.0191895111968
12,82,144,0.14285714285714285,64,5874.0,34364000,11869.0,140845936,0.04172504083218369,-959.4900749261151
12,32,132,0.0,64,5630.0,31680000,11522.0,132494340,0.06755057634504275,-1763.5589677323505
12,85,132,0.0,64,5590.0,31240000,11422.0,130087540,0.08208301360475276,-2132.9372500201916
12,81,132,0.045454545454545456,64,5455.0,29755000,11472.0,131290940,0.05735409972422961,-1310.5977796032585
13,67,110,0.0,64,4583.5,20537190,10252.0,104780880,0.10761526832955404,-2230.645641675281
13,15,121,0.4666666666666667,64,5345.0,28563400,10515.0,110472200,0.037188208616780044,-366.99464866280283
13,16,121,0.4666666666666667,64,5195.0,26982400,10510.0,110364000,0.028210678210678217,-283.9132678155469
13,103,132,0.0,64,5379.5,28927030,11245.5,126280220,0.08394884101405842,-2113.3830752316144
13,18,121,0.4666666666666667,64,5375.0,28879600,10720.0,114908400,0.04158730158730159,-432.0600218726141
13,20,110,0.5,64,5317.0,28268280,10103.5,101567340,0.03586691086691087,-297.4667273685536
13,21,110,0.5,64,5362.0,28742580,10054.0,100496160,0.030088958660387233,-228.0989660425264
13,35,121,0.0,64,5020.0,25137900,10915.0,119128200,0.09249969607112465,-2122.5863509217183
13,22,121,0.4666666666666667,64,5870.0,34096900,10720.0,114908400,0.042222222222222223,-414.23005695471426
14,70,121,0.2222222222222222,64,5710.0,32587200,10415.0,108118200,0.025352769960613104,-376.3981336304072
14,38,110,0.0,64,5328.0,28324080,9648.5,93064140,0.07301595890881606,-1313.707811502404
14,104,110,0.4,64,5247.0,27420120,9333.5,86877540,0.025574623788909505,-231.0736204376217
14,84,121,0.29411764705882354,64,5510.0,30355200,9970.0,99378400,0.025046950598421186,-324.89482329846936
14,105,99,0.05263157894736842,64,4846.0,22944960,9322.0,86651680,0.048464660745362514,-761.528025323454
14,98,121,0.29411764705882354,64,5905.0,34763400,10365.0,107136200,0.023346450322553263,-299.14159572304413
14,100,121,0.29411764705882354,64,5925.0,34986600,9920.0,98396400,0.0281470163823105,-327.61449328287176
14,86,110,0.3125,64,5337.0,28424520,9419.0,88556760,0.027224702380952377,-273.2589286597702
14,87,110,0.23529411764705882,64,5652.0,31939920,9437.0,88910280,0.027529710893681482,-308.94888659796186
15,73,88,0.0,64,4505.5,19463220,8769.5,74829090,0.07806563968844672,-1085.0738102455075
15,16,121,0.4666666666666667,64,5270.0,27750400,10205.0,104142000,0.027267573696145124,-255.36821029026572
15,106,121,0.047619047619047616,64,4865.0,23360200,10610.0,112412100,0.06349214938500654,-1388.3050612683999
15,18,121,0.4666666666666667,64,5450.0,29701600,10415.0,108430200,0.0380952380952381,-370.0198137131043
15,86,110,0.0,64,5257.0,27609480,9614.0,92073780,0.05552390400604686,-895.0939111254717
15,20,110,0.5,64,5392.0,29072880,9798.5,95841270,0.03237833594976452,-249.7308364761849
15,21,110,0.6153846153846154,64,5437.0,29560680,9749.0,94830480,0.01816239316239316,-112.13004575109161
15,22,121,0.4666666666666667,64,5945.0,35067400,10415.0,108430200,0.032539682539682535,-299.5951468401891
16,26,121,0.0,64,5140.0,26419200,10605.0,112302000,0.0980460136304292,-2057.6336405152474
16,95,121,0.0,64,5315.0,28211200,10315.0,106386000,0.06373581324880026,-1364.466469211698
16,84,121,0.047619047619047616,64,5280.0,27852800,10160.0,103224000,0.0487538651824366,-920.883045295837
16,18,121,0.4666666666666667,64,5300.0,28057600,10410.0,108324000,0.035952380952380944,-352.93565091968986
16,20,110,0.5,64,5242.0,27463680,9793.5,95747400,0.03182234432234433,-247.83345012087355
16,21,110,0.6153846153846154,64,5287.0,27924480,9744.0,94737600,0.022435897435897436,-138.35804933021188
16,22,121,0.4666666666666667,64,5795.0,33126400,10410.0,108324000,0.030952380952380953,-288.08904943722456
17,91,70,0.0,56,4044.0,15533100,7506.0,52835652,0.08060931103210515,-810.7316877624286
17,95,110,0.3125,64,5230.0,27274500,9904.0,97812540,0.04000981657231657,-469.9804462450521
17,110,110,0.3125,64,5310.0,28066500,10144.0,102313980,0.04547468734968734,-531.9752574572112
17,104,100,0.0,64,4932.0,24324300,9112.5,82967166,0.043279972951025585,-668.3197095381827
17,99,100,0.3333333333333333,64,5143.5,26418150,9468.0,89634924,0.04253011538725824,-396.1376251760677
17,111,110,0.3125,64,4945.0,24453000,9949.0,98656560,0.03169823232323232,-360.4922202010219
17,107,110,0.3125,64,5170.0,26680500,10144.0,102313980,0.03738746207496208,-442.2654776378983
17,80,110,0.3125,64,4990.0,24898500,10194.0,103251780,0.03604873136123136,-445.85928192590956
17,112,100,0.25,64,5094.0,25928100,9427.5,88875306,0.03191648629148629,-349.37935165505115
18,55,121,0.0,64,5480.0,30030400,10425.0,108642600,0.055238844849234456,-1172.0298653835112
18,114,132,0.0,64,5341.5,28512440,11360.0,128502000,0.10737656063743019,-2668.721964135876
18,79,110,0.0,64,5066.5,25498440,9598.5,91087740,0.10401927437641723,-1771.2914252663977
18,20,110,0.5,64,5422.0,29394720,10003.5,99689940,0.038461538461538464,-313.15996925415607
18,21,110,0.5,64,5467.0,29887920,9954.0,98638560,0.029945054945054943,-223.28594106455944
18,22,121,0.4666666666666667,64,5975.0,35455600,10620.0,112784400,0.030177626606198032,-295.93184380041356
19,89,110,0.4,64,5673.5,32127840,10068.5,101321100,0.037658730158730155,-364.2924574999323
19,93,110,0.4,64,5918.5,34787070,10378.5,107420040,0.0427437641723356,-396.4856425873579
19,94,110,0.4,64,5588.5,31205250,10373.5,107321670,0.027585034013605438,-275.6952821882362
19,66,110,0.0,64,5698.5,32399190,10198.5,103878720,0.12810090702947846,-2230.150456584647
19,55,110,0.4,64,5453.5,29739960,10033.5,100632510,0.04086167800453515,-401.16620873359767
19,41,100,0.0,64,4558.5,20025630,9877.5,97563366,0.09919277360066835,-1906.8622385511956
19,96,110,0.4,64,5648.5,31856490,10088.5,101714580,0.038622448979591835,-359.8030440900499
19,97,100,0.42857142857142855,64,5557.5,30868776,9711.0,94287645,0.03636839351125065,-265.59340475720995
20,98,110,0.0,64,5797.0,33417720,10148.5,102412170,0.06750481000481001,-1174.8642808422733
20,44,100,0.0,64,5422.5,29400084,9607.5,92255436,0.17092105263157892,-2454.1707231769183
20,21,100,0.5384615384615384,64,5409.0,29255256,9337.5,87186456,0.02602258852258852,-150.50150949482813
20,22,110,0.5,64,5917.0,34705080,10003.5,99689940,0.04322344322344322,-328.662627269303
21,84,110,0.05,64,5447.0,29669760,9704.0,93994560,0.04891708437761069,-720.0713283400013
21,106,110,0.05,64,4882.0,23506740,10149.0,102260880,0.06282590947064631,-1103.7452404316734
21,22,110,0.5,64,5962.0,35287380,9954.0,98638560,0.02747252747252747,-192.0885522674541
22,94,121,0.047619047619047616,64,6110.0,37202500,10765.0,115864200,0.04483388304816876,-825.9778589979173
22,105,99,0.0,64,5291.0,26604640,9722.0,93710880,0.08754813169286854,-1451.683877206977
22,96,121,0.047619047619047616,64,6170.0,37978900,10480.0,109810800,0.040296846011131725,-702.7147043168269
23,24,144,0.09090909090909091,64,6237.0,38811960,12045.0,145079000,0.05193282547178652,-1315.8525049039092
23,25,144,0.2631578947368421,64,6022.5,36008874,12045.0,145079000,0.02959938859061666,-579.2359966265407
23,26,132,0.2777777777777778,64,5847.0,33715440,11500.0,132009900,0.03562979322783245,-587.0677892827118
23,27,120,0.047619047619047616,64,6313.5,39811662,10787.5,114924150,0.0372695756624328,-713.0281601726568
23,28,144,0.3333333333333333,64,6033.5,36152622,12045.0,145079000,0.02954922709824671,-513.4739792740406
23,29,132,0.2777777777777778,64,5817.0,33323400,11255.0,126134800,0.03525513157866099,-566.7934091406829
23,30,132,0.35294117647058826,64,6167.0,37897200,11500.0,132009900,0.022983776844070963,-340.65195658416417
23,31,132,0.35294117647058826,64,5967.0,35283600,11500.0,132009900,0.0429111227824463,-637.5571638010827
23,32,132,0.09523809523809523,64,6147.0,37635840,11500.0,132009900,0.04841656359513503,-1025.3774591470492
23,33,132,0.09523809523809523,64,5932.0,34826220,11210.0,125055700,0.04885126777983921,-994.4075759597198
23,34,132,0.2777777777777778,64,5757.0,32539320,11175.0,124216400,0.01850425355327316,-298.01384824742644
23,35,132,0.2777777777777778,64,5652.0,31167180,11500.0,132009900,0.041220562298993665,-689.5085665488448
24,36,144,0.2631578947368421,64,6022.5,36263700,11462.0,130970400,0.025971199423211803,-482.7596671340707
24,37,120,0.047619047619047616,64,5544.0,30579120,10878.5,116849700,0.05062287774472648,-1085.95739091185
24,38,120,0.0,64,5508.0,30151440,10788.5,114671700,0.1366042146886303,-3031.9010100405335
24,39,132,0.2777777777777778,64,5890.0,34689600,11370.0,128744000,0.03801495345612993,-628.3632113768326
24,40,120,0.375,64,5607.0,31327560,10833.5,115760700,0.03359953703703704,-405.50452947507415
24,41,120,0.0,64,4815.0,21918600,11009.0,120007800,0.08742461631117092,-2287.778834738819
24,32,132,0.35294117647058826,64,5850.0,34214400,11555.0,133221000,0.025700398937855685,-378.52972006604955
24,33,132,0.4375,64,5635.0,31660200,11265.0,126203000,0.0286687271062271,-359.44089424263973
24,42,132,0.21052631578947367,64,5825.0,33917400,11460.0,130922000,0.026331855279223694,-471.63401362591605
24,43,132,0.21052631578947367,64,6100.0,37184400,11215.0,124993000,0.03056904920940008,-524.6874901298052
24,44,120,0.2222222222222222,64,5710.5,32557140,10964.0,118918800,0.028691950750774273,-448.7325548639464
25,52,144,0.0,64,5456.0,29764911,11671.0,136028200,0.06584140497183975,-1895.1409329953124
25,53,132,0.2777777777777778,64,5545.5,30751380,11510.0,132132000,0.02750009612754711,-464.7609912573261
25,54,132,0.2777777777777778,64,5785.5,33396660,11555.0,133221000,0.022819772819772818,-376.84724851857004
25,29,132,0.35294117647058826,64,5305.5,28106100,11310.0,127292000,0.038276184599714005,-571.0486655290232
25,55,132,0.0,64,5495.5,30200280,11165.0,123783000,0.07449791644455676,-1908.6464091564642
25,41,120,0.0,64,4600.5,20335590,11009.0,120007800,0.070578231292517,-1882.1090395527567
25,30,132,0.2777777777777778,64,5655.5,31963800,11555.0,133221000,0.03972906178788531,-673.5047426797614
25,31,132,0.35294117647058826,64,5455.5,29759400,11555.0,133221000,0.03520905156934567,-548.3623816798112
25,56,108,0.0,64,5267.5,27687264,10346.0,103963200,0.053652795617081334,-1038.7038235403556
25,34,132,0.2777777777777778,64,5245.5,27444780,11230.0,125356000,0.027552050346167988,-455.9015307431658
25,35,132,0.2777777777777778,64,5140.5,26287470,11555.0,133221000,0.04409422277069336,-765.9801581079722
26,69,110,0.0,64,5208.0,27120960,10158.0,102459060,0.06707771725628867,-1284.641375639232
26,28,132,0.35294117647058826,64,5346.5,28550280,11555.0,133221000,0.03159991560726855,-480.49639533120234
26,53,121,0.29411764705882354,64,5370.0,28792800,10965.0,120229200,0.0342813130496954,-483.00237175773026
26,54,121,0.29411764705882354,64,5610.0,31269600,11010.0,121220100,0.03282372243769303,-448.6402043737656
26,30,121,0.29411764705882354,64,5480.0,29928000,11010.0,121220100,0.04298822092939739,-610.9789388366386
26,31,121,0.29411764705882354,64,5280.0,27864000,11010.0,121220100,0.04294144376864965,-626.479233279603
26,34,121,0.29411764705882354,64,5070.0,25696800,10685.0,114063600,0.033276211125475824,-458.9601367253462
26,35,121,0.375,64,4965.0,24613200,11010.0,121220100,0.031142017704517706,-409.02235724754576
26,76,121,0.0,64,5290.0,27967200,10960.0,120119100,0.0772124160111173,-1708.3322263754353
27,69,100,0.25,64,5674.5,32024808,9445.5,89198010,0.028380924630924634,-278.36405162788304
27,28,120,0.047619047619047616,64,5813.0,33712569,10842.5,115978500,0.051687710437710456,-1009.0015306205307
27,38,100,0.25,64,5584.5,30928068,9531.0,90837045,0.03337291181041181,-336.58551418238943
27,74,110,0.4,64,5906.5,34851960,10157.5,102847050,0.033144078144078146,-322.4072978123868
27,75,110,0.23529411764705882,64,5641.5,31622670,9857.5,97096050,0.038807189542483654,-462.2252518342859
27,77,100,0.17647058823529413,64,5791.5,33450570,9225.0,84971025,0.023062150268032624,-225.07528566368643
27,78,100,0.17647058823529413,64,5805.0,33615081,9535.5,90923310,0.020224913974913973,-222.71024476762392
27,56,90,0.35714285714285715,64,5558.5,30611232,9088.5,82354320,0.029478458049886618,-204.77575560371503
27,79,100,0.17647058823529413,64,5373.0,28350729,9081.0,82210545,0.02464092280268751,-261.2849916595183
28,53,132,0.2777777777777778,64,5556.5,30874140,11510.0,132132000,0.02870232527095272,-478.54448299812873
28,54,132,0.35294117647058826,64,5796.5,33529980,11555.0,133221000,0.02773546918767507,-401.00007990961154
28,29,132,0.2777777777777778,64,5316.5,28218300,11310.0,127292000,0.024217938923821274,-406.63441255674445
28,30,132,0.2777777777777778,64,5666.5,32091400,11555.0,133221000,0.03393635231870525,-571.7397458301502
28,60,132,0.0,64,5526.5,30542160,11190.0,124388000,0.08282340737874334,-1990.0585368129819
28,80,132,0.045454545454545456,64,5281.5,27830990,11555.0,133221000,0.10154521404521405,-2577.535130039927
28,34,132,0.2777777777777778,64,5256.5,27554340,11230.0,125356000,0.030014783691254276,-489.0321395953238
28,35,132,0.35294117647058826,64,5151.5,26392410,11555.0,133221000,0.033280812324929965,-515.1641175842336
28,81,132,0.0,64,5471.5,29933530,11505.0,132011000,0.060067117774627664,-1475.8831485013595
29,59,121,0.0,64,5375.0,28815000,9970.0,99098400,0.0644125715554287,-1225.6467522399569
29,53,121,0.29411764705882354,64,5340.0,28458000,10720.0,114878400,0.022528411131352306,-314.4172918091516
29,54,121,0.29411764705882354,64,5580.0,30906000,10765.0,115825200,0.03160287424993308,-421.18750221093205
29,101,121,0.0,64,5420.0,29274000,10490.0,110039200,0.063039948267221,-1340.733907156473
29,30,121,0.29411764705882354,64,5450.0,29580000,10765.0,115825200,0.03944172657407951,-548.1714653307013
29,92,121,0.0,64,5320.0,28254000,10590.0,112143200,0.07100060833827068,-1592.48761420143
29,31,121,0.29411764705882354,64,5250.0,27540000,10765.0,115825200,0.03058127534230475,-440.75352661168426
29,34,121,0.375,64,5040.0,25398000,10440.0,108987200,0.03256463443963444,-388.2184664064695
30,48,110,0.0,64,5645.0,31842000,10081.5,100774530,0.07416950113378686,-1306.6820079376926
30,54,121,0.29411764705882354,64,5930.0,35148000,11010.0,121220100,0.03152405192846369,-427.5569920818495
30,109,88,0.0,64,4919.5,23426200,9236.0,82156620,0.09970742383023086,-1470.3622830886684
30,31,121,0.29411764705882354,64,5600.0,31320000,11010.0,121220100,0.03992449543920132,-578.9656645881604
30,78,110,0.0,64,5658.5,31998600,10248.0,104440860,0.049926753141038865,-941.753280370198
30,35,121,0.375,64,5285.0,27666000,11010.0,121220100,0.04169973544973545,-537.1625024410903
31,53,121,0.29411764705882354,64,5490.0,30132000,10965.0,120229200,0.03676293069675423,-525.7079115055793
31,105,99,0.0,64,4756.0,22204800,9917.0,97152240,0.10591687552213869,-1978.4219313844326
31,34,121,0.29411764705882354,64,5190.0,26892000,10685.0,114063600,0.04249802485096603,-591.0607050839043
31,35,121,0.29411764705882354,64,5085.0,25758000,11010.0,121220100,0.04241048983696043,-631.8231650585293
31,65,121,0.0,64,5400.0,29160000,10440.0,108668700,0.06353289567575282,-1312.3675817906255
32,48,110,0.23529411764705882,64,5625.0,31622400,10081.5,100774530,0.01895034751868662,-225.95929509110334
32,39,121,0.375,64,5800.0,33638400,10825.0,117146400,0.035889700577200576,-429.54605919174367
32,40,110,0.23529411764705882,64,5517.0,30378240,10288.5,105332670,0.034155046822650637,-420.4139737280086
32,78,110,0.0,64,5638.5,31777920,10248.0,104440860,0.12110372431801003,-2107.3749813956338
32,33,121,0.375,64,5545.0,30700800,10720.0,114834300,0.02762605042016807,-315.3674710674588
32,42,121,0.2222222222222222,64,5735.0,32889600,10915.0,119128200,0.02758096702733381,-403.01480401547235
32,44,110,0.4,64,5620.5,31570560,10419.0,108206280,0.03202947845804989,-315.41239586312145
32,51,110,0.23529411764705882,64,5463.0,29756160,10297.5,105530850,0.03572046465645081,-438.7964024785353
33,36,132,0.21052631578947367,64,5717.5,32539650,10627.0,112894320,0.028166681004658297,-457.5617143287103
33,48,110,0.23529411764705882,64,5410.0,29261700,9791.5,95465790,0.019399350649350645,-220.82794357223196
33,39,121,0.2222222222222222,64,5585.0,31127200,10535.0,110975200,0.021867130690660097,-324.0854394072929
33,40,110,0.4,64,5302.0,28110420,9998.5,99783810,0.028735827664399093,-266.5828281303951
33,61,121,0.0,64,5145.0,26436800,10105.0,102005400,0.04596674970051593,-915.6236903401636
33,64,121,0.0,64,4690.0,21586500,10480.0,109827900,0.06873184535522199,-1714.705720246144
33,43,121,0.2222222222222222,64,5795.0,33365800,10380.0,107741900,0.022145429008174105,-300.63502540336015
33,44,110,0.3125,64,5405.5,29213730,10129.0,102506040,0.025418470418470417,-275.4236127022129
34,53,121,0.375,64,5280.0,27788400,10640.0,113131200,0.03269640082140082,-389.36727793906545
34,54,121,0.375,64,5520.0,30178800,10685.0,114063600,0.02311813186813187,-270.07637489518686
34,64,121,0.047619047619047616,64,4515.0,20169000,10445.0,109090800,0.06714265232122377,-1574.315976538736
34,79,110,0.0,64,4816.5,23171940,9468.5,88857720,0.04649595774595776,-818.0675193857891
34,44,110,0.0,64,5230.5,27295380,10094.0,101818080,0.0727456538170824,-1329.5542874142154
35,53,121,0.29411764705882354,64,5175.0,26616600,10965.0,120229200,0.03589655850685263,-515.6976994789329
